system_ts_ms, sensor_ts_ns, rotX, rotY, rotZ, rotL
1679932372763,1112361112799106,0.174971,0.001603,0.679743,0.712271
1679932372764,1112361115301260,0.175048,0.001306,0.679736,0.71226
1679932372764,1112361117803414,0.174321,0.001341,0.67979,0.712387
1679932372765,1112361120305582,0.174327,0.001049,0.679802,0.712374
1679932372767,1112361122807736,0.174427,7.08E-4,0.67981,0.712343
1679932372770,1112361125309889,0.174535,3.57E-4,0.679818,0.712309
1679932372779,1112361127812120,0.174648,2.0E-6,0.679825,0.712274
1679932372780,1112361130314255,0.174765,-3.6E-4,0.679827,0.712243
1679932372780,1112361132816332,0.174881,-7.15E-4,0.679822,0.712219
1679932372780,1112361135318486,0.175487,-8.48E-4,0.679725,0.712163
1679932372783,1112361137820717,0.175643,-0.001173,0.679707,0.712141
1679932372786,1112361140322881,0.175743,-0.001502,0.679697,0.712125
1679932372787,1112361142825034,0.175828,-0.001805,0.679691,0.71211
1679932372793,1112361145327188,0.175899,-0.002088,0.679688,0.712094
1679932372794,1112361147829342,0.175949,-0.002343,0.67969,0.712079
1679932372797,1112361150331496,0.175975,-0.002569,0.679693,0.712069
1679932372799,1112361152833650,0.175993,-0.002771,0.679693,0.712063
1679932372801,1112361155335804,0.176003,-0.002956,0.679693,0.71206
1679932372803,1112361157838188,0.176007,-0.003124,0.679686,0.712066
1679932372809,1112361160340342,0.176005,-0.003287,0.679673,0.712078
1679932372809,1112361162842505,0.176004,-0.003436,0.679656,0.712094
1679932372811,1112361165344659,0.176006,-0.003581,0.679633,0.712114
1679932372813,1112361167846813,0.176004,-0.003724,0.679605,0.712141
1679932372816,1112361170348966,0.176236,-0.003976,0.679553,0.712131
1679932372818,1112361172851115,0.176263,-0.004124,0.679511,0.712164
1679932372821,1112361175353346,0.176279,-0.004273,0.679464,0.712204
1679932372826,1112361177855500,0.1763,-0.00443,0.679417,0.712243
1679932372826,1112361180357654,0.17633,-0.004595,0.679368,0.712281
1679932372829,1112361182859818,0.176366,-0.00477,0.679319,0.712318
1679932372832,1112361185361972,0.176408,-0.004954,0.679269,0.712354
1679932372834,1112361187864125,0.175883,-0.004967,0.679269,0.712483
1679932372838,1112361190366510,0.175867,-0.005148,0.679227,0.712526
1679932372842,1112361192868664,0.175914,-0.005347,0.679183,0.712555
1679932372842,1112361195370823,0.175958,-0.005549,0.679139,0.712585
1679932372843,1112361197872977,0.176,-0.005756,0.679098,0.712612
1679932372847,1112361200374900,0.176042,-0.005967,0.679059,0.712637
1679932372848,1112361202877053,0.176082,-0.006177,0.679024,0.712659
1679932372851,1112361205379212,0.176273,-0.006435,0.678974,0.712656
1679932372852,1112361207881674,0.176326,-0.006646,0.678935,0.712679
1679932372859,1112361210383751,0.176369,-0.006854,0.678894,0.712705
1679932372859,1112361212885905,0.176413,-0.007056,0.678848,0.712736
1679932372861,1112361215388054,0.176466,-0.007257,0.678795,0.712771
1679932372863,1112361217890207,0.176522,-0.007459,0.678737,0.71281
1679932372867,1112361220392361,0.176585,-0.007663,0.678673,0.712854
1679932372875,1112361222894587,0.177296,-0.008046,0.678546,0.712794
1679932372876,1112361225396741,0.177426,-0.008251,0.678469,0.712832
1679932372876,1112361227898895,0.177494,-0.00843,0.678394,0.712885
1679932372877,1112361230401049,0.177552,-0.008599,0.678321,0.712938
1679932372879,1112361232903202,0.177609,-0.008746,0.67825,0.712989
1679932372883,1112361235405356,0.177663,-0.008873,0.678179,0.713042
1679932372884,1112361237907741,0.177709,-0.008986,0.678111,0.713094
1679932372886,1112361240409895,0.178246,-0.009395,0.678019,0.713042
1679932372888,1112361242912049,0.178327,-0.009508,0.677955,0.713081
1679932372892,1112361245414202,0.178361,-0.009581,0.677898,0.713126
1679932372893,1112361247916121,0.178385,-0.009635,0.677844,0.713171
1679932372896,1112361250418505,0.178403,-0.009676,0.677793,0.713214
1679932372900,1112361252920659,0.178423,-0.00971,0.677744,0.713255
1679932372901,1112361255422890,0.178438,-0.009734,0.677698,0.713294
1679932372905,1112361257924977,0.178583,-0.009935,0.67766,0.713292
1679932372909,1112361260427131,0.178602,-0.009963,0.677622,0.713323
1679932372910,1112361262929284,0.178604,-0.009968,0.677587,0.713355
1679932372912,1112361265431515,0.178599,-0.009963,0.677553,0.713389
1679932372914,1112361267933669,0.178593,-0.009951,0.67752,0.713422
1679932372917,1112361270435808,0.178584,-0.009933,0.67749,0.713453
1679932372918,1112361272937962,0.178576,-0.009911,0.677461,0.713483
1679932372927,1112361275440116,0.178273,-0.009998,0.677485,0.713534
1679932372928,1112361277942193,0.178223,-0.009976,0.677466,0.713565
1679932372929,1112361280444630,0.178192,-0.009937,0.677446,0.713593
1679932372930,1112361282946784,0.178159,-0.009893,0.677426,0.713621
1679932372931,1112361285448938,0.178124,-0.009844,0.677407,0.713647
1679932372933,1112361287950861,0.178083,-0.009789,0.677392,0.713673
1679932372936,1112361290453240,0.178042,-0.009734,0.67738,0.713696
1679932372938,1112361292955394,0.177955,-0.009641,0.677369,0.713729
1679932372943,1112361295457548,0.177902,-0.009582,0.677356,0.713755
1679932372944,1112361297959702,0.177854,-0.009527,0.677346,0.713777
1679932372947,1112361300461861,0.177806,-0.009478,0.677339,0.713797
1679932372948,1112361302964015,0.177759,-0.009432,0.677331,0.713816
1679932372951,1112361305466169,0.177719,-0.009393,0.677321,0.713837
1679932372953,1112361307968322,0.17768,-0.009361,0.677312,0.713855
1679932372961,1112361310470462,0.17764,-0.009174,0.677284,0.713894
1679932372961,1112361312972693,0.177601,-0.009132,0.677276,0.713912
1679932372962,1112361315474847,0.177566,-0.00911,0.677268,0.713928
1679932372964,1112361317977001,0.177534,-0.009098,0.677262,0.713942
1679932372966,1112361320479155,0.177506,-0.009091,0.677259,0.713952
1679932372968,1112361322981312,0.17748,-0.009088,0.677258,0.713959
1679932372970,1112361325483466,0.177455,-0.009092,0.677256,0.713968
1679932372975,1112361327985620,0.177409,-0.009052,0.677248,0.713987
1679932372977,1112361330488005,0.177404,-0.008797,0.678302,0.71299
1679932372980,1112361332990150,0.177388,-0.008813,0.678304,0.712992
1679932372982,1112361335492304,0.177375,-0.008837,0.678295,0.713004
1679932372983,1112361337994457,0.177365,-0.008862,0.678283,0.713017
1679932372986,1112361340496611,0.177357,-0.008889,0.678271,0.71303
1679932372988,1112361342998765,0.177347,-0.008922,0.67826,0.713043
1679932372993,1112361345501010,0.177691,-0.008975,0.678204,0.71301
1679932372993,1112361348003087,0.177718,-0.00901,0.678188,0.713018
1679932372997,1112361350505318,0.177728,-0.008779,0.679237,0.71202
1679932372998,1112361353007394,0.177722,-0.008807,0.679232,0.712025
1679932373001,1112361355509529,0.177715,-0.008831,0.679219,0.712039
1679932373003,1112361358011683,0.17771,-0.00886,0.679205,0.712053
1679932373010,1112361360513914,0.177706,-0.008893,0.67919,0.712068
1679932373011,1112361363016068,0.177882,-0.00914,0.679177,0.712033
1679932373012,1112361365518198,0.177899,-0.009194,0.679158,0.712047
1679932373014,1112361368020352,0.177899,-0.009231,0.679138,0.712065
1679932373018,1112361370522505,0.177904,-0.009266,0.679117,0.712084
1679932373019,1112361373024659,0.177912,-0.009297,0.679094,0.712103
1679932373022,1112361375526827,0.177914,-0.009332,0.679071,0.712125
1679932373027,1112361378029212,0.177913,-0.009364,0.679048,0.712146
1679932373028,1112361380531366,0.178164,-0.009453,0.678997,0.71213
1679932373028,1112361383033519,0.178191,-0.009481,0.678971,0.712148
1679932373032,1112361385535673,0.178194,-0.009505,0.678947,0.71217
1679932373033,1112361388037842,0.178192,-0.009525,0.67892,0.712196
1679932373036,1112361390539996,0.178202,-0.009281,0.679936,0.711227
1679932373038,1112361393042227,0.178195,-0.009292,0.679921,0.711243
1679932373045,1112361395544381,0.178181,-0.0093,0.6799,0.711266
1679932373046,1112361398046534,0.178238,-0.009207,0.679855,0.711296
1679932373048,1112361400548688,0.178229,-0.009197,0.679831,0.711321
1679932373049,1112361403050842,0.17821,-0.009193,0.679808,0.711348
1679932373051,1112361405552919,0.178194,-0.009193,0.679787,0.711373
1679932373055,1112361408055159,0.178176,-0.009189,0.679769,0.711394
1679932373059,1112361410557543,0.178179,-0.008846,0.681116,0.710108
1679932373060,1112361413059467,0.17817,-0.008841,0.681107,0.710119
1679932373061,1112361415561620,0.178316,-0.00884,0.681066,0.710121
1679932373063,1112361418064005,0.178328,-0.008845,0.681041,0.710142
1679932373066,1112361420565948,0.178331,-0.008855,0.681015,0.710167
1679932373068,1112361423068102,0.178341,-0.008873,0.680989,0.710189
1679932373072,1112361425570487,0.17836,-0.008903,0.680959,0.710212
1679932373080,1112361428072640,0.178385,-0.008942,0.680926,0.710237
1679932373081,1112361430574770,0.178416,-0.008991,0.680896,0.710258
1679932373081,1112361433076924,0.178914,-0.008649,0.680751,0.710276
1679932373082,1112361435579078,0.179041,-0.008718,0.680694,0.710298
1679932373084,1112361438081232,0.179161,-0.00887,0.680636,0.710321
1679932373088,1112361440583381,0.17929,-0.00905,0.680576,0.710343
1679932373088,1112361443085611,0.179409,-0.009226,0.68052,0.710365
1679932373092,1112361445587765,0.179523,-0.009392,0.680467,0.710385
1679932373094,1112361448089919,0.179635,-0.009553,0.680415,0.710405
1679932373097,1112361450592068,0.179421,-0.009617,0.680395,0.710476
1679932373098,1112361453094222,0.179483,-0.009742,0.68035,0.710503
1679932373100,1112361455596376,0.179576,-0.009872,0.6803,0.710525
1679932373103,1112361458098760,0.179672,-0.010009,0.68025,0.710547
1679932373109,1112361460600683,0.179779,-0.01016,0.680195,0.71057
1679932373110,1112361463103068,0.179897,-0.01032,0.680137,0.710593
1679932373112,1112361465605222,0.180023,-0.010488,0.680076,0.710617
1679932373114,1112361468107145,0.180264,-0.010426,0.679969,0.71066
1679932373116,1112361470609299,0.180418,-0.010592,0.679894,0.71069
1679932373118,1112361473111698,0.180562,-0.010781,0.679818,0.710723
1679932373122,1112361475613929,0.180704,-0.010966,0.679738,0.71076
1679932373128,1112361478116006,0.180844,-0.011148,0.679658,0.710799
1679932373129,1112361480618160,0.180989,-0.011332,0.679575,0.710838
1679932373131,1112361483120323,0.181133,-0.011516,0.679491,0.710879
1679932373132,1112361485622477,0.181405,-0.011745,0.679395,0.710898
1679932373133,1112361488124631,0.181568,-0.011937,0.679304,0.71094
1679932373136,1112361490626861,0.181727,-0.012132,0.67921,0.710985
1679932373138,1112361493129015,0.181891,-0.01233,0.679119,0.711028
1679932373142,1112361495631165,0.182062,-0.012543,0.679021,0.711073
1679932373143,1112361498133319,0.182237,-0.012759,0.678922,0.711119
1679932373148,1112361500635473,0.182421,-0.012979,0.678819,0.711166
1679932373149,1112361503137627,0.18248,-0.013372,0.678757,0.711203
1679932373151,1112361505640015,0.182661,-0.01362,0.67866,0.711244
1679932373153,1112361508142169,0.182854,-0.013859,0.678558,0.711288
1679932373156,1112361510644323,0.183054,-0.014102,0.678454,0.71133
1679932373158,1112361513146477,0.18325,-0.014339,0.678356,0.711369
1679932373161,1112361515648400,0.183449,-0.014577,0.678256,0.711408
1679932373164,1112361518150780,0.183645,-0.014817,0.678158,0.711446
1679932373168,1112361520652934,0.183781,-0.014999,0.678063,0.711497
1679932373170,1112361523155165,0.183969,-0.015228,0.67797,0.711533
1679932373172,1112361525657242,0.184164,-0.01547,0.677875,0.711568
1679932373174,1112361528159410,0.184364,-0.015714,0.677781,0.7116
1679932373177,1112361530661564,0.184565,-0.015962,0.677687,0.711632
1679932373179,1112361533163795,0.184764,-0.016207,0.677595,0.711662
1679932373182,1112361535665871,0.184968,-0.01646,0.677502,0.711692
1679932373184,1112361538168097,0.185038,-0.016456,0.677395,0.711776
1679932373188,1112361540670251,0.185234,-0.016699,0.677303,0.711807
1679932373189,1112361543172405,0.185447,-0.016975,0.677215,0.711829
1679932373193,1112361545674559,0.185668,-0.017269,0.677123,0.711851
1679932373195,1112361548176938,0.185906,-0.017585,0.677029,0.711871
1679932373198,1112361550679092,0.186172,-0.01794,0.676935,0.711881
1679932373199,1112361553181246,0.18646,-0.018325,0.676841,0.711886
1679932373201,1112361555683400,0.186321,-0.018463,0.676774,0.711983
1679932373206,1112361558185545,0.186583,-0.018855,0.676678,0.711994
1679932373208,1112361560687699,0.186897,-0.019284,0.676577,0.711997
1679932373210,1112361563189853,0.187214,-0.019708,0.676473,0.712001
1679932373211,1112361565692083,0.187536,-0.020135,0.676364,0.712008
1679932373214,1112361568194237,0.187867,-0.020571,0.676251,0.712015
1679932373216,1112361570696333,0.188203,-0.021017,0.67613,0.712028
1679932373221,1112361573198487,0.188494,-0.021109,0.675968,0.712103
1679932373223,1112361575700641,0.188834,-0.021535,0.675835,0.712126
1679932373225,1112361578202795,0.189184,-0.021999,0.675701,0.712146
1679932373227,1112361580705025,0.189552,-0.022485,0.675559,0.712168
1679932373229,1112361583207179,0.189915,-0.022972,0.675416,0.712191
1679932373233,1112361585709333,0.190282,-0.023466,0.67527,0.712216
1679932373234,1112361588211487,0.190651,-0.023967,0.675123,0.71224
1679932373238,1112361590713641,0.190854,-0.024064,0.674947,0.712348
1679932373239,1112361593215795,0.191201,-0.024518,0.674794,0.712385
1679932373243,1112361595718179,0.19156,-0.025004,0.674644,0.712414
1679932373245,1112361598220333,0.191913,-0.025478,0.674493,0.712445
1679932373248,1112361600722497,0.192261,-0.025948,0.674337,0.712482
1679932373250,1112361603224651,0.192593,-0.026398,0.674183,0.712522
1679932373251,1112361605726805,0.19292,-0.026841,0.674025,0.712566
1679932373254,1112361608228959,0.193524,-0.027264,0.67382,0.71258
1679932373258,1112361610731107,0.193869,-0.027686,0.67365,0.712631
1679932373259,1112361613233338,0.194169,-0.028093,0.673487,0.712687
1679932373261,1112361615735492,0.194466,-0.028494,0.673324,0.712744
1679932373264,1112361618237646,0.194764,-0.02889,0.67316,0.712802
1679932373267,1112361620739800,0.19506,-0.029283,0.672995,0.712861
1679932373269,1112361623241954,0.195346,-0.029665,0.672834,0.712918
1679932373272,1112361625744031,0.195522,-0.030356,0.672731,0.712938
1679932373275,1112361628246261,0.19579,-0.030759,0.672581,0.712989
1679932373277,1112361630748419,0.196061,-0.031134,0.672431,0.71304
1679932373281,1112361633250804,0.196326,-0.031494,0.672289,0.713085
1679932373283,1112361635752727,0.19659,-0.031849,0.672152,0.713125
1679932373285,1112361638254881,0.196847,-0.032205,0.672022,0.713161
1679932373287,1112361640757035,0.197106,-0.032558,0.671894,0.713194
1679932373290,1112361643259188,0.197364,-0.033041,0.671788,0.7132
1679932373291,1112361645761573,0.197614,-0.0334,0.671673,0.713223
1679932373294,1112361648263727,0.197861,-0.033744,0.671555,0.71325
1679932373298,1112361650765881,0.198112,-0.034091,0.671438,0.713273
1679932373300,1112361653268045,0.19836,-0.034431,0.671326,0.713293
1679932373302,1112361655770198,0.19861,-0.034775,0.671212,0.713315
1679932373304,1112361658272352,0.198859,-0.035119,0.671098,0.713335
1679932373307,1112361660774583,0.199176,-0.035447,0.67097,0.713352
1679932373309,1112361663276751,0.199419,-0.035779,0.670858,0.713372
1679932373313,1112361665778905,0.199656,-0.036109,0.670747,0.713394
1679932373315,1112361668281059,0.199887,-0.036436,0.670637,0.713416
1679932373319,1112361670783222,0.20011,-0.036759,0.670528,0.713439
1679932373321,1112361673285299,0.200325,-0.037069,0.670419,0.713465
1679932373323,1112361675787530,0.200534,-0.037373,0.670311,0.713492
1679932373325,1112361678289915,0.200661,-0.037555,0.670204,0.713547
1679932373328,1112361680792069,0.200845,-0.037831,0.670098,0.71358
1679932373330,1112361683293982,0.201019,-0.038097,0.669999,0.71361
1679932373334,1112361685796136,0.201195,-0.038359,0.6699,0.71364
1679932373336,1112361688298289,0.201365,-0.038615,0.6698,0.713672
1679932373337,1112361690800443,0.201531,-0.038868,0.669699,0.713707
1679932373339,1112361693302828,0.201694,-0.039115,0.669598,0.713741
1679932373342,1112361695804987,0.201946,-0.039422,0.66949,0.713755
1679932373344,1112361698307141,0.202117,-0.039668,0.669387,0.713789
1679932373347,1112361700809294,0.202277,-0.039908,0.66928,0.71383
1679932373348,1112361703311448,0.20243,-0.040134,0.669176,0.713872
1679932373352,1112361705813612,0.202583,-0.040357,0.669071,0.713914
1679932373356,1112361708315843,0.202732,-0.040567,0.668968,0.713956
1679932373358,1112361710817997,0.202875,-0.040767,0.668865,0.714001
