system_ts_ms, sensor_ts_ns, graX, graY, graZ
1680009357865,1189346216064533,1.685,3.335,9.066
1680009357869,1189346218566692,1.683,3.335,9.067
1680009357869,1189346221068846,1.681,3.335,9.067
1680009357870,1189346223571000,1.679,3.335,9.067
1680009357871,1189346226073230,1.678,3.335,9.067
1680009357875,1189346228575606,1.676,3.338,9.067
1680009357887,1189346231077529,1.674,3.338,9.067
1680009357888,1189346233579914,1.673,3.338,9.067
1680009357889,1189346236082068,1.671,3.338,9.068
1680009357889,1189346238584221,1.67,3.338,9.068
1680009357890,1189346241086457,1.669,3.338,9.068
1680009357890,1189346243588611,1.667,3.337,9.068
1680009357892,1189346246090765,1.666,3.339,9.068
1680009357896,1189346248592919,1.665,3.338,9.069
1680009357897,1189346251095073,1.664,3.338,9.069
1680009357898,1189346253597231,1.664,3.338,9.069
1680009357902,1189346256099693,1.663,3.338,9.069
1680009357903,1189346258601770,1.663,3.337,9.069
1680009357907,1189346261103924,1.663,3.337,9.069
1680009357909,1189346263606164,1.661,3.34,9.069
1680009357915,1189346266108318,1.661,3.34,9.069
1680009357916,1189346268610472,1.661,3.34,9.069
1680009357917,1189346271112626,1.661,3.339,9.069
1680009357919,1189346273615001,1.661,3.339,9.069
1680009357923,1189346276117155,1.661,3.339,9.069
1680009357924,1189346278619308,1.66,3.338,9.069
1680009357929,1189346281121462,1.658,3.342,9.069
1680009357930,1189346283623592,1.657,3.342,9.069
1680009357932,1189346286125823,1.657,3.342,9.069
1680009357934,1189346288627977,1.656,3.341,9.069
1680009357936,1189346291130361,1.656,3.341,9.069
1680009357938,1189346293632515,1.655,3.341,9.069
1680009357942,1189346296134684,1.655,3.34,9.07
1680009357947,1189346298636838,1.654,3.344,9.069
1680009357947,1189346301138992,1.653,3.344,9.069
1680009357950,1189346303641208,1.653,3.344,9.069
1680009357952,1189346306143284,1.652,3.343,9.069
1680009357954,1189346308645515,1.651,3.343,9.069
1680009357955,1189346311147669,1.651,3.342,9.07
1680009357958,1189346313649823,1.65,3.342,9.07
1680009357963,1189346316152218,1.649,3.347,9.068
1680009357963,1189346318654371,1.648,3.347,9.068
1680009357968,1189346321156525,1.647,3.347,9.069
1680009357969,1189346323658679,1.647,3.346,9.069
1680009357971,1189346326160828,1.646,3.346,9.069
1680009357973,1189346328663059,1.645,3.346,9.07
1680009357979,1189346331165443,1.644,3.345,9.07
1680009357980,1189346333667597,1.646,3.344,9.07
1680009357981,1189346336169765,1.646,3.344,9.07
1680009357983,1189346338671919,1.645,3.343,9.07
1680009357988,1189346341174073,1.644,3.343,9.071
1680009357990,1189346343676227,1.643,3.343,9.071
1680009357992,1189346346178481,1.643,3.342,9.071
1680009357996,1189346348680635,1.642,3.342,9.072
1680009357997,1189346351182789,1.644,3.339,9.072
1680009357999,1189346353685174,1.644,3.338,9.073
1680009358002,1189346356187069,1.643,3.338,9.073
1680009358004,1189346358689453,1.642,3.338,9.073
1680009358007,1189346361191607,1.641,3.338,9.073
1680009358009,1189346363693838,1.64,3.338,9.073
1680009358015,1189346366195992,1.639,3.337,9.074
1680009358015,1189346368698155,1.643,3.336,9.073
1680009358016,1189346371200309,1.643,3.336,9.073
1680009358019,1189346373702462,1.642,3.336,9.074
1680009358021,1189346376204616,1.641,3.336,9.074
1680009358025,1189346378706977,1.64,3.336,9.074
1680009358030,1189346381209208,1.64,3.336,9.074
1680009358030,1189346383711285,1.639,3.336,9.074
1680009358033,1189346386213515,1.641,3.335,9.074
1680009358035,1189346388715679,1.641,3.335,9.074
1680009358037,1189346391217833,1.64,3.335,9.074
1680009358039,1189346393719987,1.64,3.335,9.074
1680009358042,1189346396222372,1.64,3.335,9.074
1680009358049,1189346398724525,1.64,3.335,9.074
1680009358050,1189346401226683,1.64,3.336,9.074
1680009358052,1189346403728837,1.639,3.336,9.074
1680009358053,1189346406230991,1.639,3.337,9.074
1680009358054,1189346408733222,1.639,3.337,9.074
1680009358056,1189346411235606,1.639,3.337,9.074
1680009358059,1189346413737500,1.639,3.337,9.074
1680009358063,1189346416239885,1.639,3.337,9.074
1680009358065,1189346418742039,1.639,3.337,9.074
1680009358066,1189346421244193,1.637,3.342,9.073
1680009358069,1189346423746356,1.637,3.342,9.072
1680009358071,1189346426248509,1.637,3.342,9.072
1680009358073,1189346428750740,1.637,3.342,9.072
1680009358079,1189346431252894,1.637,3.342,9.072
1680009358080,1189346433755043,1.637,3.342,9.072
1680009358081,1189346436257197,1.637,3.342,9.072
1680009358084,1189346438759581,1.631,3.345,9.072
1680009358087,1189346441261505,1.631,3.345,9.072
1680009358089,1189346443763981,1.631,3.345,9.072
1680009358091,1189346446266135,1.631,3.345,9.072
1680009358097,1189346448768289,1.631,3.345,9.072
1680009358098,1189346451270443,1.632,3.345,9.072
1680009358101,1189346453772596,1.632,3.345,9.072
1680009358103,1189346456274750,1.626,3.348,9.072
1680009358105,1189346458777135,1.626,3.348,9.072
1680009358106,1189346461279289,1.626,3.348,9.072
1680009358112,1189346463781443,1.626,3.348,9.072
1680009358113,1189346466283678,1.626,3.348,9.072
1680009358114,1189346468785755,1.626,3.348,9.072
1680009358116,1189346471287986,1.626,3.348,9.072
1680009358120,1189346473790140,1.628,3.348,9.072
1680009358122,1189346476292539,1.628,3.348,9.072
1680009358124,1189346478794692,1.628,3.348,9.072
1680009358129,1189346481296846,1.628,3.348,9.072
1680009358130,1189346483799000,1.628,3.348,9.072
1680009358132,1189346486301144,1.627,3.348,9.072
1680009358134,1189346488803298,1.627,3.348,9.072
1680009358138,1189346491305529,1.625,3.348,9.072
1680009358139,1189346493807683,1.624,3.348,9.072
1680009358142,1189346496310048,1.624,3.348,9.072
1680009358149,1189346498811971,1.624,3.348,9.072
1680009358150,1189346501314356,1.623,3.348,9.073
1680009358151,1189346503816510,1.623,3.348,9.073
1680009358154,1189346506318664,1.623,3.348,9.073
1680009358155,1189346508820860,1.623,3.348,9.073
1680009358156,1189346511323014,1.623,3.348,9.073
1680009358159,1189346513825168,1.623,3.348,9.073
1680009358166,1189346516327553,1.622,3.348,9.073
1680009358168,1189346518829462,1.622,3.348,9.073
1680009358169,1189346521331616,1.621,3.348,9.073
1680009358170,1189346523834077,1.621,3.348,9.073
1680009358172,1189346526336231,1.621,3.351,9.072
1680009358176,1189346528838399,1.62,3.351,9.072
1680009358180,1189346531340553,1.62,3.351,9.072
1680009358181,1189346533842707,1.619,3.351,9.072
1680009358182,1189346536344860,1.618,3.351,9.072
1680009358185,1189346538847245,1.618,3.351,9.072
1680009358186,1189346541349409,1.618,3.351,9.073
1680009358189,1189346543851563,1.613,3.352,9.073
1680009358192,1189346546353717,1.613,3.352,9.073
1680009358196,1189346548855870,1.612,3.352,9.073
1680009358197,1189346551358115,1.611,3.352,9.073
1680009358201,1189346553860269,1.611,3.352,9.073
1680009358202,1189346556362654,1.61,3.352,9.073
1680009358204,1189346558864808,1.61,3.352,9.074
1680009358207,1189346561366952,1.606,3.356,9.073
1680009358215,1189346563869106,1.605,3.357,9.073
1680009358216,1189346566371260,1.605,3.357,9.073
1680009358217,1189346568873414,1.604,3.357,9.073
1680009358217,1189346571375640,1.603,3.357,9.073
1680009358219,1189346573878024,1.603,3.357,9.073
1680009358222,1189346576379947,1.603,3.356,9.073
1680009358224,1189346578882332,1.593,3.361,9.073
1680009358231,1189346581384486,1.591,3.361,9.073
1680009358232,1189346583886669,1.591,3.361,9.073
1680009358233,1189346586388823,1.591,3.361,9.074
1680009358234,1189346588891053,1.591,3.361,9.074
1680009358236,1189346591393207,1.59,3.361,9.074
1680009358239,1189346593895366,1.59,3.36,9.074
1680009358241,1189346596397520,1.585,3.365,9.073
1680009358247,1189346598899674,1.585,3.366,9.073
1680009358248,1189346601402058,1.584,3.365,9.073
1680009358251,1189346603904227,1.584,3.365,9.073
1680009358253,1189346606406458,1.584,3.365,9.073
1680009358255,1189346608908535,1.585,3.365,9.073
1680009358257,1189346611410689,1.585,3.364,9.073
1680009358259,1189346613913150,1.582,3.363,9.074
1680009358262,1189346616415304,1.582,3.363,9.074
1680009358264,1189346618917458,1.583,3.362,9.074
1680009358267,1189346621419612,1.583,3.362,9.075
1680009358269,1189346623921766,1.583,3.362,9.075
1680009358272,1189346626423919,1.583,3.362,9.075
1680009358274,1189346628926072,1.583,3.361,9.075
1680009358276,1189346631428303,1.583,3.361,9.075
1680009358279,1189346633930688,1.583,3.36,9.075
1680009358281,1189346636432621,1.583,3.36,9.075
1680009358285,1189346638934775,1.583,3.36,9.075
1680009358289,1189346641437159,1.583,3.36,9.075
1680009358291,1189346643939313,1.583,3.36,9.075
1680009358293,1189346646773573,1.582,3.36,9.075
1680009358295,1189346648943727,1.583,3.36,9.075
1680009358297,1189346651445881,1.583,3.36,9.075
1680009358299,1189346653948035,1.582,3.36,9.076
1680009358302,1189346656450193,1.582,3.36,9.076
1680009358304,1189346658952347,1.581,3.36,9.076
1680009358306,1189346661454732,1.58,3.36,9.076
1680009358309,1189346663956963,1.58,3.36,9.076
1680009358312,1189346666459068,1.582,3.358,9.076
1680009358315,1189346668961298,1.581,3.358,9.076
1680009358316,1189346671463452,1.58,3.358,9.077
1680009358320,1189346673965606,1.579,3.358,9.077
1680009358322,1189346676467784,1.578,3.358,9.077
1680009358326,1189346678970169,1.577,3.358,9.077
1680009358329,1189346681472322,1.576,3.358,9.077
1680009358333,1189346683973374,1.576,3.357,9.078
1680009358333,1189346686474451,1.574,3.357,9.078
1680009358334,1189346688978759,1.573,3.357,9.078
1680009358336,1189346691480990,1.572,3.357,9.078
1680009358339,1189346693983144,1.571,3.357,9.078
1680009358342,1189346696485297,1.57,3.357,9.079
1680009358344,1189346698987692,1.569,3.357,9.079
1680009358346,1189346701489846,1.568,3.357,9.079
1680009358349,1189346703992000,1.566,3.36,9.078
1680009358352,1189346706494154,1.565,3.361,9.078
1680009358354,1189346708996302,1.564,3.361,9.078
1680009358356,1189346711498533,1.563,3.361,9.078
1680009358359,1189346714000687,1.562,3.361,9.079
1680009358363,1189346716502841,1.561,3.361,9.079
1680009358366,1189346719005231,1.56,3.361,9.079
1680009358368,1189346721507384,1.554,3.36,9.08
1680009358371,1189346724009308,1.552,3.36,9.081
1680009358373,1189346726511769,1.551,3.36,9.081
1680009358374,1189346729013923,1.551,3.36,9.081
1680009358377,1189346731516063,1.55,3.36,9.081
1680009358380,1189346734018217,1.549,3.36,9.081
1680009358382,1189346736520370,1.548,3.36,9.081
1680009358385,1189346739022524,1.549,3.36,9.081
1680009358387,1189346741524692,1.548,3.36,9.082
1680009358389,1189346744027077,1.547,3.359,9.082
1680009358392,1189346746529231,1.547,3.359,9.082
1680009358394,1189346749031461,1.546,3.359,9.082
1680009358397,1189346751533544,1.545,3.359,9.082
1680009358402,1189346754035775,1.544,3.359,9.083
1680009358403,1189346756537929,1.543,3.36,9.082
1680009358405,1189346759040314,1.542,3.36,9.082
1680009358408,1189346761542481,1.541,3.36,9.082
1680009358410,1189346764044635,1.54,3.36,9.083
1680009358412,1189346766546789,1.539,3.36,9.083
1680009358414,1189346769048943,1.538,3.36,9.083
1680009358417,1189346771551097,1.537,3.36,9.083
1680009358419,1189346774053328,1.539,3.361,9.083
1680009358422,1189346776555712,1.538,3.361,9.083
1680009358425,1189346779057866,1.537,3.361,9.083
1680009358427,1189346781560020,1.536,3.361,9.083
1680009358429,1189346784062189,1.535,3.361,9.083
1680009358432,1189346786564343,1.534,3.362,9.083
1680009358434,1189346789066497,1.533,3.362,9.083
1680009358438,1189346791568727,1.534,3.362,9.083
1680009358442,1189346794070894,1.533,3.362,9.083
1680009358443,1189346796573048,1.531,3.362,9.083
1680009358446,1189346799075202,1.53,3.362,9.083
1680009358447,1189346801577356,1.529,3.363,9.084
