system_ts_ms, sensor_ts_ns, accXr, accYr, accZr, accDXr, accDYr, accDZr
1680009357869,1189346218566692,1.8349501,3.4399502,9.28005,0.0,0.0,0.0
1680009357869,1189346221068846,1.76505,3.4620001,9.26595,0.0,0.0,0.0
1680009357870,1189346223571000,1.7389501,3.4620001,9.24195,0.0,0.0,0.0
1680009357871,1189346226073230,1.7200501,3.3630002,9.25395,0.0,0.0,0.0
1680009357875,1189346228575606,1.7149501,3.4759502,9.213,0.0,0.0,0.0
1680009357887,1189346231077529,1.7410501,3.3970501,9.25605,0.0,0.0,0.0
1680009357888,1189346233579914,1.6530001,3.3949502,9.1060505,0.0,0.0,0.0
1680009357888,1189346236082068,1.7530501,3.4069502,9.10305,0.0,0.0,0.0
1680009357889,1189346238584221,1.62405,3.38295,9.153001,0.0,0.0,0.0
1680009357889,1189346241086457,1.5949501,3.4690502,9.220051,0.0,0.0,0.0
1680009357890,1189346243588611,1.6170001,3.459,9.175051,0.0,0.0,0.0
1680009357891,1189346246090765,1.6840501,3.45,9.249001,0.0,0.0,0.0
1680009357896,1189346248592919,1.6500001,3.4810503,9.14595,0.0,0.0,0.0
1680009357896,1189346251095073,1.58595,3.3970501,9.141001,0.0,0.0,0.0
1680009357898,1189346253597231,1.6669501,3.34695,9.24405,0.0,0.0,0.0
1680009357902,1189346256099693,1.7170501,3.4690502,9.117001,0.0,0.0,0.0
1680009357903,1189346258601770,1.59,3.3970501,9.07005,0.0,0.0,0.0
1680009357906,1189346261103924,1.6339501,3.4710002,9.10995,0.0,0.0,0.0
1680009357909,1189346263606164,1.6290001,3.4950001,9.172951,0.0,0.0,0.0
1680009357915,1189346266108318,1.62195,3.35595,9.1699505,0.0,0.0,0.0
1680009357915,1189346268610472,1.725,3.4470003,9.07905,0.0,0.0,0.0
1680009357916,1189346271112626,1.6290001,3.3970501,9.192,0.0,0.0,0.0
1680009357918,1189346273615001,1.713,3.55695,9.40005,0.0,0.0,0.0
1680009357922,1189346276117155,1.64295,3.4470003,9.313951,0.0,0.0,0.0
1680009357923,1189346278619308,1.72905,3.4090502,9.264001,0.0,0.0,0.0
1680009357929,1189346281121462,1.62405,3.5479503,9.252001,0.0,0.0,0.0
1680009357929,1189346283623592,1.78005,3.486,9.228001,0.0,0.0,0.0
1680009357932,1189346286125823,1.7010001,3.4740002,9.30405,0.0,0.0,0.0
1680009357933,1189346288627977,1.6500001,3.52605,9.204,0.0,0.0,0.0
1680009357936,1189346291130361,1.6980001,3.45,9.285001,0.0,0.0,0.0
1680009357938,1189346293632515,1.641,3.459,9.163051,0.0,0.0,0.0
1680009357941,1189346296134684,1.72905,3.5380502,9.192,0.0,0.0,0.0
1680009357947,1189346298636838,1.7010001,3.5410502,9.229951,0.0,0.0,0.0
1680009357947,1189346301138992,1.6530001,3.49305,9.283051,0.0,0.0,0.0
1680009357950,1189346303641208,1.6669501,3.5310001,9.41205,0.0,0.0,0.0
1680009357952,1189346306143284,1.6459501,3.5770502,9.3810005,0.0,0.0,0.0
1680009357954,1189346308645515,1.7029501,3.5340002,9.264001,0.0,0.0,0.0
1680009357955,1189346311147669,1.7170501,3.4350002,9.33495,0.0,0.0,0.0
1680009357958,1189346313649823,1.641,3.4950001,9.240001,0.0,0.0,0.0
1680009357963,1189346316152218,1.71,3.6010501,9.295051,0.0,0.0,0.0
1680009357963,1189346318654371,1.61205,3.4639502,9.325951,0.0,0.0,0.0
1680009357967,1189346321156525,1.65795,3.45705,9.38595,0.0,0.0,0.0
1680009357968,1189346323658679,1.7220001,3.5380502,9.313951,0.0,0.0,0.0
1680009357971,1189346326160833,1.6890001,3.4380002,9.27795,0.0,0.0,0.0
1680009357973,1189346328663059,1.66005,3.45195,9.31095,0.0,0.0,0.0
1680009357979,1189346331165443,1.6840501,3.4110003,9.264001,0.0,0.0,0.0
1680009357980,1189346333667597,1.761,3.3919501,9.25905,0.0,0.0,0.0
1680009357981,1189346336169751,1.713,3.3780003,9.24705,0.0,0.0,0.0
1680009357983,1189346338671919,1.746,3.35205,9.26805,0.0,0.0,0.0
1680009357987,1189346341174073,1.605,3.486,9.31095,0.0,0.0,0.0
1680009357989,1189346343676227,1.6980001,3.3919501,9.309,0.0,0.0,0.0
