system_ts_ms, sensor_ts_ns, linX, linY, linZ
1680009357866,1189346216064533,0.208,0.151,0.154
1680009357869,1189346218566692,0.141,0.096,0.208
1680009357869,1189346221068846,0.075,0.124,0.194
1680009357870,1189346223571000,0.049,0.123,0.166
1680009357871,1189346226073230,0.038,0.015,0.18
1680009357875,1189346228575606,0.026,0.134,0.14
1680009357887,1189346231077529,0.054,0.052,0.18
1680009357888,1189346233579914,-0.025,0.053,0.03
1680009357889,1189346236082068,0.071,0.066,0.03
1680009357889,1189346238584221,-0.049,0.039,0.084
1680009357890,1189346241086457,-0.075,0.121,0.138
1680009357890,1189346243588611,-0.06,0.108,0.097
1680009357892,1189346246090765,0.009,0.106,0.179
1680009357896,1189346248592919,-0.017,0.134,0.07
1680009357897,1189346251095073,-0.084,0.052,0.069
1680009357898,1189346253597231,-0.002,-0.001,0.165
1680009357902,1189346256099693,0.052,0.121,0.042
1680009357904,1189346258601770,-0.083,0.053,-0.012
1680009357907,1189346261103924,-0.042,0.122,0.028
1680009357909,1189346263606164,-0.04,0.146,0.097
1680009357915,1189346266108318,-0.04,0.009,0.097
1680009357916,1189346268610472,0.054,0.105,0.001
1680009357917,1189346271112626,-0.04,0.051,0.11
1680009357919,1189346273615001,0.041,0.215,0.328
1680009357923,1189346276117155,-0.026,0.106,0.232
1680009357924,1189346278619308,0.055,0.066,0.191
1680009357929,1189346281121462,-0.037,0.198,0.179
1680009357930,1189346283623592,0.112,0.13,0.151
1680009357932,1189346286125823,0.031,0.13,0.233
1680009357934,1189346288627977,-0.008,0.172,0.124
1680009357936,1189346291130361,0.032,0.104,0.205
1680009357938,1189346293632515,-0.021,0.104,0.082
1680009357943,1189346296134684,0.06,0.186,0.109
1680009357947,1189346298636838,0.034,0.183,0.151
1680009357947,1189346301138992,-0.005,0.142,0.206
1680009357950,1189346303641208,0.008,0.183,0.342
1680009357952,1189346306143284,-0.018,0.224,0.301
1680009357954,1189346308645515,0.05,0.184,0.191
1680009357955,1189346311147669,0.065,0.089,0.259
1680009357959,1189346313649823,-0.015,0.144,0.164
1680009357963,1189346316152218,0.052,0.248,0.22
1680009357963,1189346318654371,-0.041,0.112,0.247
1680009357968,1189346321156525,0.0,0.098,0.315
1680009357969,1189346323658679,0.068,0.18,0.233
1680009357971,1189346326160828,0.042,0.085,0.205
1680009357973,1189346328663059,0.002,0.099,0.232
1680009357980,1189346331165443,0.03,0.059,0.191
1680009357980,1189346333667597,0.11,0.046,0.177
1680009357981,1189346336169765,0.056,0.033,0.163
1680009357983,1189346338671919,0.097,0.006,0.19
1680009357988,1189346341174073,-0.051,0.129,0.231
1680009357990,1189346343676227,0.045,0.048,0.231
1680009357992,1189346346178481,0.154,-0.087,0.135
1680009357996,1189346348680635,0.074,0.008,0.271
1680009357997,1189346351182789,0.112,-0.056,0.066
1680009357999,1189346353685174,0.044,-0.029,0.147
1680009358002,1189346356187069,0.1,-0.055,0.188
1680009358004,1189346358689453,0.059,-0.083,0.079
1680009358007,1189346361191607,0.115,0.039,0.215
1680009358009,1189346363693838,0.129,0.039,0.133
1680009358015,1189346366195992,0.13,-0.082,0.119
1680009358015,1189346368698155,0.14,0.0,0.065
1680009358016,1189346371200309,0.154,0.027,0.065
1680009358020,1189346373702462,0.06,0.014,0.037
1680009358021,1189346376204616,0.088,0.027,0.105
1680009358025,1189346378706977,0.02,0.054,0.16
1680009358030,1189346381209208,0.103,-0.026,0.132
1680009358030,1189346383711285,0.049,0.041,-0.003
1680009358033,1189346386213515,0.074,0.028,0.119
1680009358035,1189346388715679,0.02,0.055,0.078
1680009358037,1189346391217833,0.034,0.028,0.119
1680009358039,1189346393719987,0.062,0.11,0.064
1680009358042,1189346396222372,-0.033,0.137,0.146
1680009358049,1189346398724525,-0.06,0.15,0.146
1680009358051,1189346401226683,0.021,0.014,0.091
1680009358052,1189346403728837,0.021,0.081,0.146
1680009358053,1189346406230991,-0.059,0.136,-0.003
1680009358054,1189346408733222,0.049,0.095,0.173
1680009358056,1189346411235606,0.008,0.108,0.092
1680009358059,1189346413737500,-0.059,0.163,0.064
1680009358063,1189346416239885,-0.1,0.19,0.119
1680009358065,1189346418742039,-0.114,0.19,-0.003
1680009358066,1189346421244193,-0.03,0.185,0.12
1680009358069,1189346423746356,-0.111,0.144,0.025
1680009358071,1189346426248509,-0.111,0.212,0.12
1680009358073,1189346428750740,-0.166,0.185,0.161
1680009358079,1189346431252894,-0.138,0.185,0.107
1680009358080,1189346433755043,-0.057,0.157,0.188
1680009358081,1189346436257197,-0.139,0.103,0.175
1680009358084,1189346438759581,-0.133,0.141,0.161
1680009358087,1189346441261505,-0.146,0.155,0.066
1680009358089,1189346443763981,-0.092,0.087,0.161
1680009358091,1189346446266135,-0.092,0.168,0.134
1680009358097,1189346448768289,-0.16,0.196,0.161
1680009358098,1189346451270443,-0.038,0.209,0.148
1680009358101,1189346453772596,-0.079,0.1,0.161
1680009358103,1189346456274750,-0.128,0.165,0.216
1680009358105,1189346458777135,-0.032,0.124,0.161
1680009358106,1189346461279289,0.008,0.138,0.284
1680009358112,1189346463781443,-0.019,0.083,0.093
1680009358113,1189346466283678,0.034,0.056,0.23
1680009358114,1189346468785755,0.021,0.056,0.216
1680009358116,1189346471287986,0.034,0.043,0.202
1680009358120,1189346473790140,0.074,0.07,0.189
1680009358122,1189346476292539,0.033,0.056,0.107
1680009358124,1189346478794692,-0.021,0.206,0.203
1680009358129,1189346481296846,-0.021,0.124,0.189
1680009358130,1189346483799000,0.047,0.07,0.216
1680009358132,1189346486301144,0.047,0.029,0.216
1680009358134,1189346488803298,0.034,0.124,0.298
1680009358138,1189346491305529,-0.018,0.083,0.257
1680009358140,1189346493807683,0.105,0.124,0.257
1680009358142,1189346496310048,0.091,0.11,0.188
1680009358149,1189346498811971,0.064,0.042,0.229
1680009358150,1189346501314356,-0.03,0.097,0.107
1680009358151,1189346503816510,0.011,0.151,0.243
1680009358154,1189346506318664,0.12,0.165,0.202
1680009358155,1189346508820860,0.078,0.07,0.27
1680009358156,1189346511323014,0.038,0.179,0.27
1680009358159,1189346513825168,0.12,0.125,0.215
1680009358166,1189346516327553,0.066,0.206,0.229
1680009358168,1189346518829462,-0.014,0.111,0.215
1680009358169,1189346521331616,0.121,0.179,0.242
1680009358170,1189346523834077,0.094,0.138,0.161
1680009358172,1189346526336231,0.04,0.135,0.134
1680009358176,1189346528838399,0.013,0.162,0.189
1680009358180,1189346531340553,0.109,0.121,0.23
1680009358181,1189346533842707,0.042,0.23,0.161
1680009358182,1189346536344860,0.029,0.108,0.134
1680009358185,1189346538847245,0.043,0.108,0.148
1680009358187,1189346541349409,0.002,0.121,0.256
1680009358189,1189346543851563,-0.074,0.066,0.147
1680009358192,1189346546353717,0.089,0.08,0.215
1680009358196,1189346548855870,0.035,0.107,0.174
1680009358197,1189346551358115,-0.018,0.12,0.174
1680009358201,1189346553860269,-0.058,0.216,0.078
1680009358202,1189346556362654,0.05,0.202,0.16
1680009358204,1189346558864808,-0.071,0.12,0.106
1680009358207,1189346561366952,-0.04,0.211,0.215
1680009358215,1189346563869106,-0.025,0.156,0.147
1680009358216,1189346566371260,-0.12,0.156,0.12
1680009358217,1189346568873414,-0.051,0.211,0.161
1680009358217,1189346571375640,-0.105,0.156,0.093
