system_ts_ms, sensor_ts_ns, gyrX, gyrY, gyrZ
1679997265509,1177253859280784,-0.679525,-0.280775,-0.352
1679997265509,1177253861783014,-0.6554625,-0.36574998,-0.370975
1679997265510,1177253864285091,-0.613525,-0.440825,-0.3751
1679997265511,1177253866787019,-0.5665,-0.50985,-0.3669875
1679997265514,1177253869289096,-0.508475,-0.57475,-0.3480125
1679997265516,1177253871791019,-0.4565,-0.6378625,-0.326975
1679997265525,1177253874293096,-0.4024625,-0.7088125,-0.3070375
1679997265525,1177253876795028,-0.34553748,-0.7937875,-0.2761
1679997265525,1177253879297182,-0.2875125,-0.88385,-0.2470875
1679997265527,1177253881799259,-0.23155,-0.9777625,-0.21807499
1679997265529,1177253884301182,-0.173525,-1.0748374,-0.185075
1679997265531,1177253886803259,-0.112475,-1.160775,-0.152075
1679997265535,1177253889305197,-0.0495,-1.23585,-0.1150875
1679997265536,1177253891807274,0.0094875,-1.292775,-0.075075
1679997265539,1177253894309197,0.068475,-1.3407625,-0.033
1679997265541,1177253896811351,0.1285625,-1.386825,0.007975
1679997265545,1177253899313437,0.189475,-1.42285,0.0479875
1679997265547,1177253901815360,0.2585,-1.446775,0.086899996
1679997265548,1177253904317437,0.3254625,-1.4477375,0.1159125
1679997265552,1177253906819668,0.3975125,-1.4277999,0.139975
1679997265555,1177253909321514,0.4574625,-1.38875,0.1579875
1679997265556,1177253911823601,0.5135625,-1.320825,0.168025
1679997265559,1177253914325755,0.5575625,-1.24575,0.1689875
1679997265562,1177253916827678,0.6105,-1.16875,0.1689875
1679997265566,1177253919329755,0.657525,-1.08185,0.16293749
1679997265570,1177253921831716,0.7005625,-1.0008625,0.14795
1679997265570,1177253924333870,0.739475,-0.913825,0.1309
1679997265571,1177253926835947,0.783475,-0.8248625,0.111925
1679997265574,1177253929337870,0.8265125,-0.7448375,0.0829125
1679997265576,1177253931839947,0.860475,-0.6667375,0.055
1679997265579,1177253934341870,0.8974625,-0.5957875,0.0199375
