system_ts_ms, sensor_ts_ns, gyrXr, gyrYr, gyrZr, gyrDXr, gyrDYr, gyrDZr
1679997265509,1177253859280784,-0.66605,-0.278025,-0.34595,0.013496725,0.0028045177,0.006042703
1679997265510,1177253861783014,-0.6419875,-0.363,-0.3650625,0.013496725,0.0028045177,0.006042703
1679997265510,1177253864285091,-0.60005,-0.4379375,-0.36905,0.013496725,0.0028045177,0.006042703
1679997265511,1177253866787019,-0.553025,-0.5069625,-0.3609375,0.013496725,0.0028045177,0.006042703
1679997265514,1177253869289096,-0.495,-0.572,-0.3419625,0.013496725,0.0028045177,0.006042703
1679997265516,1177253871791019,-0.443025,-0.634975,-0.3210625,0.013496725,0.0028045177,0.006042703
1679997265525,1177253874293096,-0.3889875,-0.7060625,-0.3009875,0.013496725,0.0028045177,0.006042703
1679997265525,1177253876795028,-0.3320625,-0.7910375,-0.27005,0.013496725,0.0028045177,0.006042703
1679997265525,1177253879297182,-0.2740375,-0.8809625,-0.2410375,0.013496725,0.0028045177,0.006042703
1679997265528,1177253881799259,-0.2179375,-0.9750125,-0.212025,0.013496725,0.0028045177,0.006042703
1679997265530,1177253884301182,-0.16005,-1.07195,-0.179025,0.013496725,0.0028045177,0.006042703
1679997265531,1177253886803259,-0.099,-1.158025,-0.146025,0.013496725,0.0028045177,0.006042703
1679997265535,1177253889305197,-0.036025,-1.2329625,-0.109037496,0.013496725,0.0028045177,0.006042703
1679997265536,1177253891807274,0.0229625,-1.290025,-0.069025,0.013496725,0.0028045177,0.006042703
1679997265539,1177253894309197,0.08195,-1.3380125,-0.02695,0.013496725,0.0028045177,0.006042703
1679997265541,1177253896811351,0.1420375,-1.3839375,0.014025,0.013496725,0.0028045177,0.006042703
1679997265545,1177253899313437,0.20295,-1.4199625,0.0540375,0.013496725,0.0028045177,0.006042703
1679997265547,1177253901815360,0.271975,-1.444025,0.09295,0.013496725,0.0028045177,0.006042703
1679997265548,1177253904317437,0.3389375,-1.4449875,0.1219625,0.013496725,0.0028045177,0.006042703
1679997265552,1177253906819668,0.4109875,-1.42505,0.146025,0.013496725,0.0028045177,0.006042703
1679997265555,1177253909321514,0.4709375,-1.386,0.1640375,0.013496725,0.0028045177,0.006042703
1679997265556,1177253911823601,0.5270375,-1.3179375,0.1739375,0.013496725,0.0028045177,0.006042703
1679997265559,1177253914325755,0.5710375,-1.243,0.1750375,0.013496725,0.0028045177,0.006042703
1679997265562,1177253916827678,0.623975,-1.166,0.1750375,0.013496725,0.0028045177,0.006042703
1679997265566,1177253919329755,0.671,-1.0789624,0.1689875,0.013496725,0.0028045177,0.006042703
1679997265570,1177253921831716,0.7140375,-0.997975,0.154,0.013496725,0.0028045177,0.006042703
1679997265570,1177253924333870,0.75295,-0.9109375,0.13695,0.013496725,0.0028045177,0.006042703
1679997265571,1177253926835947,0.79695,-0.821975,0.117975,0.013496725,0.0028045177,0.006042703
1679997265574,1177253929337870,0.8399875,-0.74195,0.0889625,0.013496725,0.0028045177,0.006042703
1679997265576,1177253931839947,0.87395,-0.6639875,0.061049998,0.013496725,0.0028045177,0.006042703
1679997265579,1177253934341870,0.9109375,-0.5930375,0.0259875,0.013474741,0.0027969235,0.0060435026
1679997265581,1177253936843947,0.942975,-0.5289625,-0.0149875,0.013474741,0.0027969235,0.0060435026
1679997265586,1177253939346101,0.9719875,-0.465025,-0.055,0.013474741,0.0027969235,0.0060435026
1679997265587,1177253941848048,0.9890375,-0.414975,-0.095975,0.013474741,0.0027969235,0.0060435026
1679997265589,1177253944350125,1.0030625,-0.36795,-0.13695,0.013474741,0.0027969235,0.0060435026
1679997265591,1177253946852048,1.012,-0.3180375,-0.1769625,0.013474741,0.0027969235,0.0060435026
1679997265595,1177253949354125,1.008975,-0.2729375,-0.2099625,0.013474741,0.0027969235,0.0060435026
1679997265596,1177253951856048,1.001,-0.2220625,-0.24695,0.013474741,0.0027969235,0.0060435026
1679997265599,1177253954358202,0.9890375,-0.1739375,-0.2820125,0.013474741,0.0027969235,0.0060435026
1679997265603,1177253956860278,0.9719875,-0.1310375,-0.3119875,0.013474741,0.0027969235,0.0060435026
