system_ts_ms, sensor_ts_ns, linX, linY, linZ
1680011038078,1191026422130975,-0.009,0.142,0.178
1680011038084,1191026424633129,0.041,0.073,0.056
1680011038085,1191026427135273,0.037,0.112,0.018
1680011038085,1191026429637658,0.02,0.125,0.033
1680011038086,1191026432139889,0.098,0.138,0.157
1680011038087,1191026434642043,0.027,0.138,0.104
1680011038087,1191026437144196,0.023,0.206,0.16
1680011038088,1191026439646571,0.115,0.151,0.134
1680011038088,1191026442148725,-0.01,0.164,0.053
1680011038090,1191026444650956,0.001,0.109,0.136
1680011038108,1191026447153110,-0.002,0.122,0.165
1680011038108,1191026449655499,-0.032,0.177,0.139
1680011038109,1191026452157653,-0.049,0.163,0.085
1680011038109,1191026454659807,0.015,0.217,0.291
1680011038110,1191026457161961,0.012,0.203,0.197
1680011038110,1191026459664422,-0.032,0.163,0.157
1680011038111,1191026462166576,-0.005,0.135,0.212
1680011038111,1191026464668730,0.073,0.149,0.24
1680011038116,1191026467170961,0.029,0.067,0.282
1680011038116,1191026469673086,0.067,0.053,0.228
1680011038117,1191026472175240,0.037,0.108,0.324
1680011038119,1191026474677393,0.076,0.231,0.325
1680011038122,1191026477179855,0.141,0.135,0.407
1680011038125,1191026479681995,0.085,0.045,0.377
1680011038127,1191026482184379,0.123,0.168,0.255
1680011038133,1191026484686533,0.108,0.087,0.446
1680011038133,1191026487188687,0.024,0.128,0.256
1680011038136,1191026489690836,0.049,0.141,0.243
1680011038137,1191026492193067,0.062,0.101,0.366
1680011038140,1191026494695451,0.115,0.087,0.326
1680011038142,1191026497197605,0.086,0.064,0.31
1680011038144,1191026499699759,-0.01,-0.003,0.201
1680011038150,1191026502201917,-0.065,0.01,0.297
1680011038150,1191026504704148,0.028,-0.002,0.215
1680011038153,1191026507206532,0.027,0.092,0.351
1680011038155,1191026509708763,-0.054,-0.057,0.338
1680011038157,1191026512210908,0.039,0.038,0.325
1680011038160,1191026514713062,0.0,0.055,0.281
1680011038165,1191026517215216,0.054,0.069,0.267
1680011038166,1191026519717600,0.026,-0.025,0.254
1680011038167,1191026522219821,0.052,-0.011,0.363
1680011038172,1191026524721975,0.011,0.178,0.145
1680011038174,1191026527224359,0.105,0.07,0.2
1680011038175,1191026529726513,0.131,0.124,0.2
1680011038177,1191026532228658,0.01,0.032,0.279
1680011038182,1191026534730812,0.105,0.115,0.265
1680011038183,1191026537233274,0.09,0.156,0.17
1680011038185,1191026539735427,0.089,0.115,0.129
1680011038187,1191026542237581,0.061,0.047,0.211
1680011038190,1191026544739720,0.088,0.129,0.211
1680011038193,1191026547241951,0.209,0.17,0.198
1680011038195,1191026549744105,0.034,0.185,0.346
1680011038198,1191026552246259,0.156,0.253,0.292
1680011038199,1191026554748691,0.033,0.157,0.292
1680011038202,1191026557250845,0.046,0.212,0.197
1680011038204,1191026559752999,-0.008,0.157,0.238
1680011038207,1191026562255153,0.018,0.266,0.184
1680011038211,1191026564757499,-0.063,0.184,0.225
1680011038217,1191026567259653,0.033,0.196,0.239
1680011038217,1191026569761884,-0.13,0.168,0.212
1680011038218,1191026572264269,-0.035,0.141,0.077
1680011038221,1191026574766422,-0.118,0.168,0.281
1680011038222,1191026577268571,-0.023,0.113,0.187
1680011038225,1191026579770725,-0.051,0.14,0.282
1680011038227,1191026582272956,0.016,0.126,0.228
1680011038231,1191026584775341,0.004,0.114,0.349
1680011038233,1191026587277528,0.086,0.155,0.349
1680011038234,1191026589779682,0.085,0.1,0.349
1680011038237,1191026592281913,0.003,0.127,0.145
1680011038240,1191026594784067,0.084,0.222,0.228
1680011038242,1191026597286451,0.015,0.154,0.187
1680011038245,1191026599788619,0.055,0.167,0.228
1680011038249,1191026602290850,0.081,0.153,0.175
1680011038251,1191026604793004,0.08,0.125,0.203
1680011038254,1191026607295158,0.093,0.152,0.271
1680011038255,1191026609797566,0.024,0.151,0.122
1680011038258,1191026612299720,-0.057,0.165,0.177
1680011038260,1191026614801874,0.036,0.083,0.137
1680011038268,1191026617304105,0.036,0.11,0.164
1680011038268,1191026619806500,-0.016,0.135,0.138
1680011038269,1191026622308653,-0.017,0.107,0.179
1680011038271,1191026624810884,-0.058,0.094,0.152
1680011038273,1191026627313038,0.022,0.052,0.153
1680011038274,1191026629815206,0.008,0.147,0.235
1680011038277,1191026632317590,-0.006,0.024,0.017
1680011038284,1191026634819821,0.034,0.051,0.113
1680011038285,1191026637321975,-0.005,0.119,0.141
1680011038286,1191026639824124,-0.114,0.064,0.209
1680011038288,1191026642326278,-0.061,0.145,0.223
1680011038291,1191026644828662,0.006,0.118,0.291
1680011038293,1191026647330893,0.005,0.036,0.183
1680011038295,1191026649833047,-0.036,0.09,0.333
1680011038299,1191026652335187,0.004,0.104,0.238
1680011038300,1191026654837572,0.045,0.106,0.291
1680011038302,1191026657339802,0.003,0.174,0.223
1680011038305,1191026659841956,0.016,0.106,0.21
1680011038307,1191026662344100,0.042,0.16,0.278
1680011038310,1191026664846254,0.014,0.16,0.306
1680011038317,1191026667348639,0.068,0.12,0.224
1680011038318,1191026669850792,0.039,0.133,0.197
1680011038319,1191026672352999,0.146,0.229,0.347
1680011038320,1191026674855153,0.077,0.202,0.334
1680011038324,1191026677357538,0.145,0.202,0.266
1680011038326,1191026679859691,0.048,0.229,0.185
1680011038332,1191026682361941,0.034,0.202,0.267
1680011038333,1191026684864095,0.06,0.148,0.348
1680011038334,1191026687366480,0.155,0.148,0.267
1680011038335,1191026689868634,0.06,0.109,0.279
1680011038338,1191026692370855,0.127,0.178,0.238
1680011038340,1191026694873009,0.1,0.205,0.238
