system_ts_ms, sensor_ts_ns, accX, accY, accZ
1680011038083,1191026424633129,2.52705,5.406,7.9200006
1680011038084,1191026427135273,2.52195,5.43795,7.8790503
1680011038085,1191026429637658,2.5170002,5.45205,7.8889503
1680011038085,1191026432139889,2.59605,5.4619503,8.017051
1680011038086,1191026434642043,2.52705,5.4640503,7.9579506
1680011038087,1191026437144196,2.532,5.53095,8.016001
1680011038087,1191026439646571,2.6179502,5.4760504,7.9819503
1680011038088,1191026442148725,2.493,5.50005,7.9129505
1680011038090,1191026444650956,2.5170002,5.4469504,7.9849505
1680011038107,1191026447153110,2.5170002,5.44995,8.00895
1680011038108,1191026449655499,2.48895,5.5090504,7.9939504
1680011038108,1191026452157653,2.4739501,5.4970503,7.932
1680011038109,1191026454659807,2.53905,5.55,8.137051
1680011038109,1191026457161961,2.5459502,5.53095,8.049001
1680011038110,1191026459664422,2.50095,5.4970503,8.005051
1680011038110,1191026462166576,2.532,5.47095,8.059051
1680011038111,1191026464668730,2.604,5.48295,8.089951
1680011038115,1191026467170961,2.565,5.39895,8.121
1680011038116,1191026469673086,2.60595,5.3920503,8.06805
1680011038117,1191026472175240,2.5770001,5.44005,8.161051
1680011038119,1191026474677393,2.6200502,5.565,8.16705
1680011038121,1191026477179855,2.6850002,5.466,8.248051
1680011038124,1191026479681995,2.63505,5.36805,8.217
1680011038126,1191026482184379,2.6830502,5.4970503,8.095051
1680011038132,1191026484686533,2.661,5.418,8.2890005
1680011038133,1191026487188687,2.5819502,5.45895,8.104051
1680011038135,1191026489690836,2.604,5.4690003,8.089951
1680011038137,1191026492193067,2.6250002,5.42595,8.21205
1680011038139,1191026494695451,2.673,5.4139504,8.158951
1680011038142,1191026497197605,2.6490002,5.3920503,8.148001
1680011038144,1191026499699759,2.5510502,5.3149505,8.035951
1680011038150,1191026502201917,2.505,5.33895,8.134951
1680011038150,1191026504704148,2.592,5.32305,8.052
1680011038152,1191026507206532,2.59905,5.4139504,8.187
1680011038154,1191026509708763,2.5129502,5.26305,8.17905
1680011038157,1191026512210917,2.6130002,5.361,8.167951
1680011038160,1191026514713062,2.565,5.36805,8.125951
1680011038165,1191026517215216,2.6200502,5.385,8.109
1680011038166,1191026519717600,2.5890002,5.2909503,8.101951
1680011038166,1191026522219831,2.6200502,5.3029504,8.205
1680011038171,1191026524721975,2.57505,5.4900002,7.9819503
1680011038173,1191026527224359,2.6749501,5.3920503,8.04
1680011038175,1191026529726513,2.70705,5.43795,8.04195
1680011038177,1191026532228667,2.57505,5.34705,8.121
1680011038182,1191026534730812,2.673,5.42595,8.109
1680011038182,1191026537233274,2.661,5.47305,8.017051
1680011038184,1191026539735427,2.66805,5.42805,7.9800005
1680011038187,1191026542237581,2.63205,5.361,8.05395
1680011038189,1191026544739720,2.6590502,5.445,8.052
1680011038192,1191026547241951,2.7810001,5.478,8.0449505
1680011038194,1191026549744105,2.6110501,5.4970503,8.19795
1680011038198,1191026552246259,2.7280502,5.5600505,8.137051
1680011038199,1191026554748691,2.604,5.466,8.142
1680011038202,1191026557250845,2.6250002,5.5210505,8.04705
1680011038204,1191026559752999,2.57205,5.4640503,8.085
1680011038207,1191026562255153,2.59605,5.57595,8.029051
1680011038211,1191026564757499,2.5150502,5.4900002,8.073
1680011038217,1191026567259653,2.6110501,5.5090504,8.085
1680011038217,1191026569761884,2.4409502,5.478,8.061001
1680011038217,1191026572264269,2.5410001,5.44995,7.9200006
1680011038220,1191026574766422,2.46,5.48505,8.125951
1680011038222,1191026577268571,2.5480502,5.4300003,8.023951
1680011038225,1191026579770725,2.532,5.45895,8.13
1680011038227,1191026582272956,2.5890002,5.43795,8.06595
1680011038231,1191026584775341,2.5770001,5.4300003,8.18595
1680011038232,1191026587277528,2.66295,5.466,8.187
1680011038234,1191026589779682,2.6560502,5.4139504,8.193001
1680011038236,1191026592281913,2.5800002,5.43795,7.9890003
1680011038239,1191026594784067,2.66805,5.5360503,8.076
1680011038242,1191026597286451,2.5890002,5.4640503,8.02305
1680011038244,1191026599788619,2.63205,5.4760504,8.06595
1680011038249,1191026602290850,2.6560502,5.47305,8.01
1680011038251,1191026604793004,2.66295,5.4469504,8.04
1680011038252,1191026607295158,2.6749501,5.47305,8.112
1680011038254,1191026609797566,2.6110501,5.47305,7.965
1680011038257,1191026612299720,2.5200002,5.4760504,8.017051
1680011038259,1191026614801874,2.6250002,5.4040504,7.9729505
1680011038267,1191026617304105,2.628,5.42805,8.002951
1680011038268,1191026619806490,2.57205,5.4540005,7.977
1680011038269,1191026622308653,2.57205,5.4210005,8.016001
1680011038270,1191026624810884,2.52495,5.4160504,7.9849505
1680011038272,1191026627313038,2.6110501,5.37795,7.9870505
1680011038274,1191026629815192,2.601,5.47305,8.071051
1680011038277,1191026632317590,2.5819502,5.3419504,7.8510003
1680011038283,1191026634819821,2.6179502,5.3710504,7.9459505
1680011038285,1191026637321975,2.5840502,5.4469504,7.96995
1680011038286,1191026639824124,2.46705,5.3869505,8.04195
1680011038288,1191026642326278,2.532,5.4619503,8.061001
1680011038290,1191026644828662,2.59605,5.44005,8.11905
1680011038292,1191026647330893,2.59905,5.35395,8.00895
1680011038294,1191026649833047,2.5530002,5.4090004,8.161051
1680011038299,1191026652335187,2.592,5.433,8.076
1680011038300,1191026654837572,2.63205,5.42805,8.13
1680011038301,1191026657339802,2.59605,5.5020003,8.05395
