system_ts_ms, sensor_ts_ns, accX, accY, accZ
1680020111294,1200099646326855,-2.83905,3.1000502,8.80605
1680020111295,1200099648829239,-2.808,3.0979502,8.61705
1680020111296,1200099651331393,-2.8129501,3.07395,8.586
1680020111299,1200099653833855,-2.76495,3.21495,8.62905
1680020111301,1200099656336070,-2.7910502,3.1909502,8.682
1680020111319,1200099658838455,-2.8230002,3.18405,8.6650505
1680020111320,1200099661340609,-2.83695,3.186,8.59305
1680020111321,1200099663842840,-2.7870002,3.07095,8.62395
1680020111321,1200099666345234,-2.70495,3.114,8.526
1680020111322,1200099668847465,-2.811,3.1240501,8.583
1680020111322,1200099671349850,-2.73195,3.1380002,8.64795
1680020111323,1200099673852080,-2.7820501,3.0979502,8.63595
1680020111323,1200099676354465,-2.8609502,3.14805,8.64795
1680020111324,1200099678856705,-2.7840002,3.1600502,8.68605
1680020111335,1200099681358859,-2.811,3.1669502,8.62395
1680020111335,1200099683861243,-2.87805,3.1579502,8.6310005
1680020111336,1200099686363705,-2.8129501,3.14295,8.731951
1680020111337,1200099688865936,-2.8150501,3.14595,8.598001
1680020111337,1200099691368123,-2.808,3.078,8.80395
1680020111347,1200099693870508,-2.8270502,3.1240501,8.655001
1680020111347,1200099696372970,-2.7940502,3.1240501,8.586
1680020111348,1200099698875200,-2.73195,3.1690502,8.6959505
1680020111349,1200099701377595,-2.7580502,3.10995,8.62905
1680020111356,1200099703879749,-2.8150501,3.141,8.734051
1680020111356,1200099706380855,-2.7550502,3.05205,8.764951
1680020111356,1200099708881970,-2.7120001,3.07395,8.6959505
1680020111357,1200099711386816,-2.6809502,3.1600502,8.59305
1680020111359,1200099713888970,-2.7150002,3.07395,8.775001
1680020111361,1200099716391200,-2.70495,3.0949502,8.734051
1680020111363,1200099718893585,-2.5729501,3.08295,8.706
1680020111366,1200099721395797,-2.6520002,3.1020002,8.667001
1680020111373,1200099723897951,-2.65995,3.14295,8.67195
1680020111373,1200099726400412,-2.6239502,3.14805,8.854051
1680020111373,1200099728902797,-2.67405,3.1600502,8.79195
1680020111376,1200099731405028,-2.6550002,3.17895,8.76105
1680020111378,1200099733907157,-2.6839502,3.1050003,8.667001
1680020111381,1200099736409542,-2.6260502,3.0949502,8.79405
1680020111383,1200099738911773,-2.538,3.114,8.68395
1680020111389,1200099741414234,-2.559,3.1600502,8.775001
1680020111391,1200099743916388,-2.5879502,3.14295,8.727
1680020111392,1200099746418773,-2.631,3.117,8.821051
1680020111394,1200099748921004,-2.499,3.177,8.75805
1680020111396,1200099751423388,-2.5450501,3.14295,8.79705
1680020111399,1200099753925532,-2.66205,3.0690002,8.718
1680020111401,1200099756427763,-2.6520002,3.078,8.94495
1680020111407,1200099758930224,-2.631,3.2220001,8.91195
1680020111407,1200099761432609,-2.56905,3.114,8.775001
1680020111408,1200099763934830,-2.5900502,3.0259502,8.787001
1680020111411,1200099766436984,-2.5399501,3.0690002,8.872951
1680020111413,1200099768939368,-2.5519502,3.0670502,8.81295
1680020111416,1200099771441599,-2.60505,3.0589502,8.916
1680020111422,1200099773944046,-2.5540502,3.117,8.863951
1680020111423,1200099776446430,-2.6170502,3.1339502,8.93805
1680020111425,1200099778948584,-2.6089501,3.15,8.84895
