system_ts_ms, sensor_ts_ns, magX, magY, magZ
1680017641458,1197629813961637,14.2875,-17.5125,-17.868752
1680017641474,1197629823963801,13.9875,-17.15625,-18.712502
1680017641478,1197629833967142,13.668751,-16.78125,-19.5
1680017641488,1197629843974921,13.312501,-16.44375,-20.025002
1680017641498,1197629853960482,12.95625,-16.0125,-20.587502
1680017641508,1197629863962588,12.7875,-15.656251,-20.7
1680017641522,1197629873965347,12.712501,-15.1125,-21.112501
1680017641528,1197629883959428,12.712501,-15.1125,-21.112501
1680017641538,1197629893967981,12.7875,-15.000001,-21.300001
1680017641548,1197629903961278,12.95625,-15.056251,-20.925001
1680017641559,1197629913961566,13.087501,-15.1125,-20.587502
1680017641570,1197629923963499,13.387501,-15.243751,-20.268751
1680017641578,1197629933958499,13.668751,-15.281251,-19.987501
1680017641588,1197629943948576,13.856251,-15.281251,-19.9125
1680017641598,1197629953943056,13.9875,-15.281251,-19.78125
1680017641609,1197629963938748,14.156251,-15.356251,-19.743752
1680017641624,1197629973940545,14.2875,-15.4125,-19.6875
1680017641628,1197629983955968,14.2875,-15.6,-19.6875
1680017641641,1197629993950485,14.2875,-15.712501,-19.6875
1680017641648,1197630003951639,14.2875,-15.656251,-19.612501
1680017641658,1197630013953653,14.2875,-15.6,-19.5
1680017641671,1197630023954965,14.45625,-15.900001,-19.425001
1680017641678,1197630033957128,14.587501,-16.181252,-19.368752
1680017641689,1197630043951825,14.587501,-16.181252,-19.612501
1680017641698,1197630053946310,14.587501,-16.181252,-19.78125
1680017641710,1197630063947397,14.587501,-16.25625,-19.743752
1680017641721,1197630073916695,14.512501,-16.181252,-19.743752
1680017641728,1197630083926291,14.512501,-16.181252,-19.743752
1680017641738,1197630093937304,14.45625,-16.0125,-19.78125
1680017641748,1197630103932458,14.45625,-16.0125,-19.9125
1680017641760,1197630113961006,14.45625,-16.0125,-19.987501
1680017641770,1197630123964107,14.512501,-16.25625,-19.6875
1680017641778,1197630133957418,14.587501,-16.5,-19.368752
1680017641788,1197630143959653,14.75625,-16.44375,-19.3125
1680017641798,1197630153961827,14.887501,-16.3125,-19.181252
1680017641808,1197630163956360,15.4875,-16.78125,-18.900002
1680017641821,1197630173959705,16.087502,-17.212502,-18.6
1680017641828,1197630183961983,16.6875,-17.212502,-18.243752
1680017641838,1197630193964107,17.268751,-17.212502,-17.868752
1680017641848,1197630203973818,18.1875,-17.025002,-17.587502
1680017641859,1197630213967125,19.087502,-16.78125,-17.268751
1680017641868,1197630223930894,20.15625,-16.78125,-16.78125
1680017641878,1197630233924322,21.1875,-16.78125,-16.368752
1680017641888,1197630243913302,22.0125,-16.44375,-16.087502
1680017641899,1197630253923051,22.85625,-16.0125,-15.7875
1680017641910,1197630263956926,23.643751,-15.656251,-15.543751
1680017641920,1197630273942228,25.087502,-14.75625,-15.1125
1680017641928,1197630283948709,25.087502,-14.75625,-15.1125
1680017641939,1197630293943209,25.687502,-14.212501,-14.887501
1680017641948,1197630303944305,26.643751,-13.556251,-14.587501
1680017641959,1197630313954315,27.656252,-12.900001,-14.2875
1680017641968,1197630323940050,28.312502,-12.243751,-13.781251
1680017641978,1197630333942166,28.987501,-11.512501,-13.387501
1680017641988,1197630343907406,29.643751,-10.856251,-13.012501
1680017641998,1197630353918430,30.35625,-10.200001,-12.6
1680017642009,1197630363929338,31.3875,-9.543751,-12.168751
1680017642018,1197630373931478,32.456253,-8.8125,-11.700001
1680017642028,1197630383962679,33.112503,-8.38125,-10.9125
1680017642038,1197630393959602,33.787502,-7.9125004,-10.087501
1680017642049,1197630403961818,34.612503,-7.74375,-9.0
1680017642058,1197630413963380,35.456253,-7.5000005,-7.9875
1680017642068,1197630423965696,36.225002,-7.4437504,-6.7875004
1680017642084,1197630433940023,37.068752,-7.3125005,-5.5875
