system_ts_ms, sensor_ts_ns, linX, linY, linZ
1679998098399,1178086745136396,0.546,0.212,0.004
1679998098400,1178086747638550,0.531,0.171,-0.007
1679998098400,1178086750140627,0.667,0.17,0.02
1679998098401,1178086752642781,0.625,0.184,-0.114
1679998098402,1178086755144708,0.55,0.164,-0.063
1679998098403,1178086757646862,0.535,0.123,-0.115
1679998098416,1178086760149015,0.616,0.15,-0.155
1679998098417,1178086762651169,0.534,0.149,-0.1
1679998098418,1178086765153256,0.52,0.095,-0.045
1679998098419,1178086767655410,0.397,0.04,-0.057
1679998098420,1178086770157333,0.369,0.026,0.052
1679998098420,1178086772659487,0.286,0.051,0.163
1679998098421,1178086775161636,0.257,-0.044,0.205
1679998098428,1178086777663790,0.229,-0.03,0.221
1679998098428,1178086780165867,0.159,-0.017,0.1
1679998098429,1178086782668020,0.239,-0.03,0.171
1679998098431,1178086785169943,0.21,-0.071,0.187
1679998098433,1178086787672030,0.249,-0.071,0.367
1679998098437,1178086790174184,0.386,-0.082,0.381
1679998098438,1178086792676338,0.452,-0.054,0.37
1679998098440,1178086795178492,0.572,-0.122,0.428
1679998098443,1178086797680405,0.598,-0.19,0.472
1679998098446,1178086800182559,0.609,-0.189,0.488
1679998098447,1178086802684636,0.743,-0.066,0.464
1679998098454,1178086805186790,0.864,-0.147,0.563
1679998098454,1178086807688713,0.889,-0.01,0.606
1679998098456,1178086810191097,0.887,-0.051,0.459
1679998098458,1178086812693020,1.049,-0.105,0.53
1679998098461,1178086815195174,0.993,-0.036,0.587
1679998098463,1178086817697222,1.032,0.086,0.521
1679998098465,1178086820199376,1.045,0.059,0.387
1679998098472,1178086822701299,1.016,0.019,0.416
1679998098472,1178086825203684,0.985,0.032,0.422
1679998098473,1178086827705607,0.943,0.127,0.37
1679998098476,1178086830207766,0.983,0.155,0.357
1679998098477,1178086832709843,0.901,0.073,0.412
1679998098480,1178086835211997,1.023,0.06,0.331
1679998098484,1178086837713920,0.996,0.115,0.317
1679998098489,1178086840216059,0.887,0.129,0.426
1679998098489,1178086842718213,0.882,0.112,0.23
1679998098494,1178086845220290,0.854,0.125,0.189
1679998098494,1178086847722444,0.773,0.111,0.188
1679998098496,1178086850224323,0.787,0.125,0.133
1679998098497,1178086852726477,0.72,0.152,0.05
1679998098504,1178086855228554,0.666,0.084,0.144
1679998098505,1178086857730785,0.64,0.016,0.197
1679998098506,1178086860232858,0.583,0.107,0.174
1679998098507,1178086862735012,0.611,0.134,0.173
1679998098511,1178086865236935,0.503,-0.001,0.28
1679998098512,1178086867739088,0.518,0.011,0.224
1679998098515,1178086870241165,0.546,-0.029,0.181
1679998098521,1178086872743304,0.479,-0.002,0.37
1679998098521,1178086875245458,0.399,-0.03,0.232
1679998098523,1178086877747612,0.358,-0.108,0.218
1679998098527,1178086880249535,0.346,-0.067,0.257
1679998098529,1178086882751664,0.292,-0.067,0.269
1679998098532,1178086885253741,0.32,0.081,0.132
1679998098539,1178086887755895,0.226,-0.054,0.158
1679998098540,1178086890257818,0.104,0.081,0.007
1679998098540,1178086892760202,0.077,-0.013,0.115
1679998098541,1178086895262120,0.163,-0.013,0.353
1679998098543,1178086897764274,0.191,0.041,0.23
1679998098545,1178086900266351,0.205,0.054,0.325
1679998098548,1178086902768274,0.151,-0.026,0.393
1679998098554,1178086905270428,0.232,0.123,0.352
1679998098555,1178086907772813,0.232,-0.04,0.325
1679998098556,1178086910274736,0.245,-0.053,0.339
1679998098558,1178086912776813,0.342,-0.051,0.337
1679998098561,1178086915278948,0.369,-0.024,0.461
1679998098564,1178086917781102,0.409,0.016,0.421
1679998098566,1178086920283025,0.558,0.003,0.408
1679998098570,1178086922785102,0.544,0.112,0.409
1679998098571,1178086925287299,0.584,0.044,0.424
1679998098573,1178086927789376,0.624,0.004,0.302
1679998098576,1178086930291530,0.621,-0.035,0.213
1679998098578,1178086932793453,0.538,-0.076,0.132
1679998098580,1178086935295598,0.619,-0.075,0.324
1679998098584,1178086937797675,0.632,-0.048,0.366
1679998098591,1178086940299829,0.645,0.006,0.313
1679998098592,1178086942801983,0.631,0.034,0.273
1679998098593,1178086945304145,0.657,0.02,0.26
1679998098593,1178086947806069,0.571,-0.084,0.103
1679998098595,1178086950308146,0.679,-0.084,0.336
1679998098597,1178086952810376,0.597,-0.015,0.296
1679998098605,1178086955312453,0.61,-0.069,0.27
1679998098606,1178086957814607,0.61,-0.11,0.284
1679998098606,1178086960316530,0.637,-0.123,0.175
1679998098608,1178086962818684,0.636,-0.068,0.244
1679998098612,1178086965320761,0.645,-0.013,0.142
1679998098613,1178086967823020,0.713,-0.136,0.143
1679998098615,1178086970325097,0.603,-0.149,0.117
1679998098623,1178086972827250,0.671,-0.149,0.145
1679998098624,1178086975329174,0.575,-0.04,0.091
1679998098625,1178086977831342,0.67,-0.189,0.119
1679998098626,1178086980333419,0.547,-0.08,0.134
1679998098628,1178086982835573,0.597,-0.091,0.154
1679998098632,1178086985337727,0.582,0.032,0.196
1679998098634,1178086987839881,0.677,0.018,0.129
1679998098640,1178086990341804,0.595,0.032,0.13
1679998098641,1178086992843881,0.471,-0.008,0.227
1679998098642,1178086995346035,0.484,0.073,0.173
1679998098644,1178086997848189,0.47,0.032,0.216
1679998098645,1178087000350121,0.441,0.017,0.245
1679998098648,1178087002852275,0.372,0.003,0.124
1679998098653,1178087005354428,0.357,-0.05,0.221
1679998098654,1178087007856505,0.424,-0.064,0.169
1679998098656,1178087010358669,0.395,-0.105,0.307
1679998098658,1178087012860592,0.34,-0.023,0.2
1679998098661,1178087015362746,0.284,-0.024,0.215
1679998098664,1178087017864900,0.378,-0.01,0.231
1679998098665,1178087020367078,0.363,-0.051,0.22
1679998098674,1178087022869155,0.361,0.056,0.14
1679998098675,1178087025371309,0.278,0.042,0.238
1679998098676,1178087027873232,0.249,0.042,0.186
1679998098678,1178087030375381,0.193,-0.012,0.243
1679998098679,1178087032877457,0.246,0.014,0.204
1679998098681,1178087035379688,0.193,0.105,0.298
1679998098683,1178087037881765,0.273,-0.004,0.314
1679998098687,1178087040383919,0.258,0.062,0.248
1679998098688,1178087042885871,0.174,-0.087,0.36
1679998098692,1178087045388025,0.159,-0.033,0.254
1679998098693,1178087047890102,0.184,-0.02,0.257
1679998098695,1178087050392025,0.223,0.005,0.07
1679998098698,1178087052894405,0.193,-0.074,0.128
1679998098704,1178087055396558,0.218,0.02,0.118
1679998098704,1178087057898482,0.27,-0.075,0.122
1679998098705,1178087060400558,0.172,-0.103,0.126
1679998098709,1178087062902717,0.142,0.018,0.048
1679998098711,1178087065404871,0.154,0.044,0.106
1679998098714,1178087067907025,0.042,0.029,0.056
1679998098716,1178087070408948,0.014,0.001,0.152
1679998098723,1178087072911073,0.025,0.027,0.142
1679998098723,1178087075413150,-0.045,0.013,0.256
1679998098724,1178087077915304,-0.061,0.08,0.138
1679998098726,1178087080417227,-0.064,0.011,0.157
1679998098728,1178087082919395,-0.109,0.037,0.189
1679998098732,1178087085421549,-0.017,0.036,0.1
