system_ts_ms, sensor_ts_ns, gyrX, gyrY, gyrZ
1680017038287,1197026640106325,0.0213125,0.0710875,0.0160875
1680017038288,1197026642608710,0.01925,0.064075,0.020075
1680017038290,1197026645110864,0.02035,0.061049998,0.021175
1680017038292,1197026647613094,0.02035,0.0479875,0.0231
1680017038295,1197026650115253,0.02035,0.0380875,0.0270875
1680017038298,1197026652617715,0.0182875,0.033,0.02805
1680017038312,1197026655120100,0.0253,0.0210375,0.02915
1680017038313,1197026657622253,0.023375,0.011,0.031075
1680017038313,1197026660124407,0.0273625,0.0070125,0.02805
1680017038313,1197026662626638,0.033275,0.007975,0.031075
1680017038313,1197026665129023,0.03135,0.013062499,0.02915
1680017038313,1197026667631176,0.0363,0.0100375,0.0301125
1680017038315,1197026670133407,0.0383625,0.003025,0.0301125
1680017038319,1197026672635787,0.0383625,0.0100375,0.0270875
1680017038323,1197026675138018,0.04235,0.029975,0.013062499
1680017038325,1197026677639084,0.0592625,0.0510125,-0.00385
1680017038325,1197026680140161,0.0683375,0.0350625,-0.00495
1680017038328,1197026682644700,0.0683375,0.0240625,-8.25E-4
1680017038330,1197026685147162,0.07535,0.0119624995,0.004125
1680017038334,1197026687649315,0.0793375,-0.0149875,0.009075
1680017038335,1197026690151546,0.083325,-0.0589875,0.014162499
1680017038338,1197026692653719,0.089375,-0.080025,0.015125
1680017038340,1197026695156104,0.0922625,-0.0859375,0.0121
1680017038342,1197026697658257,0.0933625,-0.091025,0.015125
1680017038344,1197026700160719,0.0983125,-0.0829125,0.014162499
1680017038347,1197026702662950,0.100375,-0.07095,0.00605
1680017038351,1197026705165104,0.1043625,-0.0589875,-0.001925
1680017038352,1197026707667257,0.1013375,-0.0719125,-0.0078375
1680017038355,1197026710169642,0.094325,-0.0950125,-0.012925
1680017038359,1197026712671869,0.088275,-0.106975,-0.01595
1680017038360,1197026715174254,0.07535,-0.120037496,-0.01595
1680017038362,1197026717676484,0.067375,-0.133925,-0.011825
1680017038364,1197026720178638,0.0592625,-0.1469875,-0.0099
1680017038368,1197026722681023,0.0482625,-0.1579875,-0.0099
1680017038370,1197026725183177,0.04235,-0.1640375,-0.0078375
1680017038372,1197026727685407,0.0402875,-0.1640375,-0.0059125
1680017038375,1197026730187792,0.0363,-0.1599125,-0.001925
1680017038379,1197026732690023,0.03135,-0.1750375,-8.25E-4
1680017038380,1197026735192181,0.03025,-0.1929125,0.0011
1680017038385,1197026737694565,0.03025,-0.2129875,0.0011
1680017038385,1197026740196796,0.0363,-0.2239875,0.0020625
1680017038388,1197026742698950,0.04235,-0.2300375,0.0020625
1680017038390,1197026745201080,0.0512875,-0.234025,0.0050875
1680017038393,1197026747703541,0.0592625,-0.234025,0.010175
1680017038396,1197026750205926,0.06435,-0.2300375,0.0160875
1680017038402,1197026752708080,0.0702625,-0.216975,0.0251625
1680017038402,1197026755210234,0.0732875,-0.2039125,0.032175
1680017038402,1197026757712695,0.0763125,-0.187,0.0331375
1680017038404,1197026760214849,0.089375,-0.18493749,0.031075
1680017038407,1197026762717080,0.0983125,-0.16293749,0.02805
1680017038410,1197026765219464,0.105325,-0.1530375,0.02915
1680017038412,1197026767721632,0.122375,-0.1750375,0.0301125
1680017038418,1197026770223786,0.1423125,-0.2129875,0.032175
1680017038419,1197026772726248,0.1683,-0.256025,0.0331375
1680017038420,1197026775228478,0.1793,-0.28393748,0.039049998
1680017038422,1197026777730863,0.18933749,-0.3199625,0.039049998
1680017038425,1197026780232997,0.1912625,-0.3389375,0.0301125
1680017038428,1197026782735151,0.1942875,-0.3669875,0.0231
1680017038430,1197026785237382,0.2013,-0.3939375,0.015125
1680017038435,1197026787739766,0.2063875,-0.4129125,0.0111375
1680017038436,1197026790241997,0.2052875,-0.4170375,0.010175
1680017038438,1197026792744382,0.2003375,-0.4129125,0.0111375
1680017038440,1197026795246535,0.2033625,-0.419925,0.0111375
1680017038442,1197026797748689,0.2123,-0.4409625,0.010175
1680017038445,1197026800250935,0.210375,-0.4329875,0.009075
1680017038447,1197026802753397,0.20927499,-0.4349125,0.009075
1680017038455,1197026805255550,0.20735,-0.430925,0.00605
1680017038455,1197026807757935,0.2063875,-0.44701248,0.00605
1680017038456,1197026810260074,0.21133749,-0.451,0.0050875
1680017038458,1197026812762305,0.2052875,-0.4379375,0.0050875
1680017038460,1197026815264459,0.2013,-0.44,0.0121
1680017038463,1197026817766920,0.2022625,-0.4349125,0.013062499
1680017038468,1197026820269079,0.19635,-0.425975,0.0111375
1680017038469,1197026822771464,0.1942875,-0.4269375,0.009075
1680017038471,1197026825273694,0.1912625,-0.4269375,0.010175
1680017038473,1197026827775848,0.18933749,-0.42295,0.0111375
1680017038476,1197026830278233,0.1843875,-0.41195,0.0111375
1680017038477,1197026832780392,0.1683,-0.3909125,0.01705
1680017038479,1197026835282622,0.160325,-0.3969625,0.0251625
1680017038485,1197026837785007,0.1623875,-0.396,0.0240625
1680017038486,1197026840287238,0.16335,-0.4060375,0.0221375
1680017038488,1197026842789368,0.1623875,-0.408925,0.01705
1680017038491,1197026845291522,0.1623875,-0.4109875,0.0111375
1680017038492,1197026847793906,0.1643125,-0.4129125,0.00715
1680017038497,1197026850296368,0.16733749,-0.4219875,-8.25E-4
1680017038498,1197026852798522,0.1692625,-0.42295,-0.0089375
1680017038506,1197026855300752,0.16733749,-0.4299625,-0.006875
1680017038507,1197026857802906,0.1692625,-0.4360125,-0.01485
1680017038508,1197026860305291,0.171325,-0.443025,-0.0199375
1680017038511,1197026862807503,0.1692625,-0.4489375,-0.02585
1680017038511,1197026865309887,0.160325,-0.43395,-0.02585
1680017038513,1197026867812041,0.1593625,-0.4299625,-0.0218625
1680017038518,1197026870314272,0.1623875,-0.443025,-0.028875
1680017038519,1197026872816656,0.1623875,-0.44701248,-0.034925
1680017038520,1197026875318796,0.166375,-0.451,-0.0389125
1680017038522,1197026877821027,0.1593625,-0.447975,-0.0419375
1680017038526,1197026880323412,0.1582625,-0.4610375,-0.044825
1680017038528,1197026882825566,0.1573,-0.45595,-0.0518375
1680017038530,1197026885327796,0.149325,-0.451,-0.056925
1680017038535,1197026887830190,0.143275,-0.4569125,-0.0539
1680017038537,1197026890332344,0.1392875,-0.452925,-0.0578875
1680017038539,1197026892834575,0.1343375,-0.4519625,-0.058849998
1680017038541,1197026895336728,0.127325,-0.4379375,-0.058849998
1680017038543,1197026897839200,0.1252625,-0.4390375,-0.055825
1680017038548,1197026900341585,0.1203125,-0.4269375,-0.055825
1680017038552,1197026902843738,0.1183875,-0.42295,-0.050875
1680017038553,1197026905345892,0.111375,-0.41593748,-0.04895
1680017038553,1197026907848099,0.1023,-0.40301248,-0.0419375
1680017038555,1197026910350484,0.09735,-0.3939375,-0.0358875
1680017038559,1197026912852714,0.0933625,-0.3829375,-0.033825
1680017038560,1197026915354868,0.089375,-0.3730375,-0.0298375
1680017038562,1197026917857253,0.0853875,-0.35901248,-0.022824999
