system_ts_ms, sensor_ts_ns, magX, magY, magZ
1680017038287,1197026640428454,24.0,-30.656252,-9.7875
1680017038296,1197026650439690,24.54375,-31.0125,-9.3
1680017038313,1197026660428920,25.087502,-31.3875,-8.75625
1680017038318,1197026670417511,24.956251,-31.3875,-8.8125
1680017038326,1197026680416520,24.900002,-31.3875,-8.887501
1680017038336,1197026690399250,24.956251,-31.612501,-8.75625
1680017038345,1197026700397788,25.087502,-31.85625,-8.587501
1680017038355,1197026710392422,24.7875,-31.556252,-8.75625
1680017038368,1197026720359110,24.487501,-31.25625,-8.887501
1680017038376,1197026730366321,24.300001,-31.25625,-8.8125
1680017038387,1197026740371248,24.187502,-31.25625,-8.75625
1680017038398,1197026750392608,24.056252,-31.500002,-8.700001
1680017038406,1197026760402665,24.0,-31.66875,-8.587501
1680017038419,1197026770403698,24.056252,-31.66875,-8.38125
1680017038426,1197026780417120,24.187502,-31.66875,-8.15625
1680017038435,1197026790425100,24.187502,-31.987501,-7.9125004
1680017038445,1197026800444730,24.187502,-32.287502,-7.6875005
1680017038456,1197026810464099,24.187502,-32.456253,-7.6125
1680017038469,1197026820448334,24.187502,-32.568752,-7.55625
1680017038476,1197026830424641,23.925001,-32.7,-7.36875
1680017038486,1197026840396468,23.7,-32.756252,-7.2562504
1680017038497,1197026850366775,23.400002,-32.756252,-7.55625
1680017038509,1197026860363640,23.1,-32.756252,-7.8562503
1680017038518,1197026870357313,23.1,-32.381252,-8.15625
1680017038526,1197026880357087,23.1,-31.987501,-8.45625
1680017038537,1197026890360173,23.15625,-31.987501,-8.38125
1680017038548,1197026900366009,23.2875,-31.987501,-8.2875
1680017038556,1197026910389139,23.34375,-31.85625,-8.2875
1680017038568,1197026920400696,23.400002,-31.66875,-8.2875
1680017038577,1197026930412027,23.456251,-31.85625,-8.45625
1680017038586,1197026940444661,23.587502,-31.987501,-8.587501
1680017038596,1197026950452426,23.587502,-32.381252,-8.45625
1680017038606,1197026960453651,23.587502,-32.756252,-8.2875
1680017038621,1197026970454824,23.587502,-32.8875,-8.38125
1680017038625,1197026980441714,23.587502,-33.05625,-8.45625
1680017038636,1197026990434583,23.587502,-33.112503,-8.700001
1680017038646,1197027000450338,23.587502,-33.1875,-8.887501
1680017038657,1197027010467247,23.34375,-33.05625,-9.0
1680017038668,1197027020477030,23.1,-32.8875,-9.056251
1680017038676,1197027030473261,23.34375,-33.0,-9.0
1680017038686,1197027040476582,23.587502,-33.05625,-8.887501
1680017038698,1197027050470995,23.34375,-33.0,-8.8125
1680017038708,1197027060473106,23.34375,-33.05625,-8.75625
1680017038716,1197027070476399,23.34375,-33.05625,-8.75625
1680017038726,1197027080470572,23.587502,-33.1875,-8.75625
1680017038735,1197027090480355,23.7,-33.112503,-8.700001
1680017038746,1197027100474927,23.8875,-33.05625,-8.587501
1680017038756,1197027110475927,23.400002,-32.8875,-8.887501
1680017038766,1197027120478037,22.987501,-32.756252,-9.168751
1680017038775,1197027130472497,22.85625,-32.568752,-9.58125
1680017038786,1197027140443564,22.800001,-32.456253,-9.95625
1680017038796,1197027150446809,22.425001,-32.381252,-10.012501
1680017038807,1197027160450198,22.087502,-32.287502,-10.087501
1680017038815,1197027170452343,22.087502,-32.381252,-10.087501
1680017038826,1197027180479112,22.087502,-32.456253,-10.087501
1680017038836,1197027190481236,22.25625,-32.2125,-10.087501
1680017038848,1197027200483389,22.5,-31.987501,-10.087501
1680017038857,1197027210477840,22.743752,-32.15625,-9.88125
1680017038865,1197027220479965,22.987501,-32.287502,-9.65625
1680017038876,1197027230482128,23.04375,-32.081253,-9.46875
1680017038886,1197027240483046,23.1,-31.85625,-9.356251
1680017038896,1197027250485276,22.987501,-31.987501,-9.4125
1680017038905,1197027260486295,22.800001,-32.15625,-9.46875
1680017038915,1197027270488444,22.800001,-32.456253,-9.4125
1680017038925,1197027280482928,22.800001,-32.756252,-9.356251
1680017038935,1197027290462702,22.743752,-32.5125,-9.712501
1680017038945,1197027300465221,22.6875,-32.287502,-10.087501
1680017038955,1197027310459711,22.800001,-32.456253,-10.3125
1680017038965,1197027320461835,22.987501,-32.568752,-10.556251
1680017038976,1197027330478619,23.1,-32.7,-10.3125
1680017038987,1197027340481392,23.2875,-32.756252,-10.087501
1680017038995,1197027350483536,23.2875,-32.5125,-10.012501
1680017039005,1197027360485684,23.2875,-32.287502,-9.95625
1680017039015,1197027370481227,22.800001,-32.381252,-9.7875
1680017039025,1197027380475847,22.3875,-32.456253,-9.65625
1680017039036,1197027390478327,22.25625,-32.5125,-9.65625
1680017039045,1197027400472985,22.2,-32.568752,-9.65625
1680017039055,1197027410492047,22.2,-32.381252,-9.65625
1680017039064,1197027420493124,22.2,-32.15625,-9.65625
1680017039076,1197027430487166,22.143751,-32.381252,-9.7875
1680017039086,1197027440497234,22.087502,-32.568752,-9.95625
1680017039095,1197027450489061,22.5,-32.568752,-9.95625
1680017039105,1197027460492234,22.987501,-32.568752,-9.95625
1680017039115,1197027470493233,22.800001,-32.5125,-10.087501
1680017039125,1197027480487483,22.6875,-32.456253,-10.25625
1680017039135,1197027490489569,22.425001,-32.081253,-10.556251
1680017039144,1197027500484117,22.2,-31.66875,-10.856251
1680017039155,1197027510486939,22.2,-31.556252,-10.8
1680017039164,1197027520481698,22.2,-31.3875,-10.668751
1680017039175,1197027530483944,22.25625,-31.556252,-10.6125
1680017039187,1197027540484939,21.956251,-31.800001,-10.25625
1680017039194,1197027550478785,22.143751,-31.800001,-10.087501
1680017039205,1197027560481650,22.3875,-31.800001,-9.95625
1680017039215,1197027570476048,22.6875,-31.9125,-10.012501
1680017039225,1197027580478178,22.987501,-31.987501,-10.087501
1680017039235,1197027590481505,23.15625,-31.987501,-10.25625
1680017039245,1197027600482884,23.2875,-31.987501,-10.387501
1680017039255,1197027610485009,23.04375,-31.743752,-10.556251
1680017039265,1197027620479484,22.85625,-31.500002,-10.668751
1680017039275,1197027630448311,22.85625,-31.66875,-10.856251
1680017039285,1197027640421801,22.85625,-31.800001,-10.9875
1680017039295,1197027650416354,22.85625,-32.04375,-10.668751
1680017039305,1197027660414593,22.85625,-32.287502,-10.387501
1680017039314,1197027670448823,22.3125,-32.081253,-10.3125
1680017039325,1197027680479303,21.7875,-31.987501,-10.25625
1680017039337,1197027690481369,21.712502,-32.081253,-10.25625
1680017039345,1197027700487446,21.7875,-31.987501,-10.5
1680017039355,1197027710483139,21.712502,-31.500002,-10.6125
1680017039365,1197027720478767,21.65625,-31.087502,-10.8
1680017039376,1197027730480888,21.65625,-31.087502,-10.9125
1680017039385,1197027740481993,21.35625,-31.312502,-11.15625
1680017039395,1197027750490652,21.54375,-31.612501,-11.212501
1680017039405,1197027760491594,21.7875,-31.9125,-11.2875
1680017039415,1197027770486098,21.84375,-31.743752,-11.45625
1680017039425,1197027780481767,21.956251,-31.987501,-11.45625
1680017039434,1197027790476151,22.0125,-32.2125,-11.45625
1680017039444,1197027800479453,22.0125,-32.34375,-11.700001
1680017039455,1197027810481533,21.84375,-32.287502,-12.168751
1680017039464,1197027820475908,21.956251,-31.800001,-12.4875
1680017039475,1197027830478384,22.0125,-31.3875,-12.7875
1680017039486,1197027840479349,22.143751,-31.2,-12.7875
1680017039495,1197027850481541,22.25625,-31.3875,-12.656251
1680017039504,1197027860483690,22.3125,-31.312502,-12.356251
