system_ts_ms, sensor_ts_ns, gyrX, gyrY, gyrZ
1679992136111,1172124462468954,-0.7651875,-0.51919997,-1.312025
1679992136111,1172124464970723,-0.737275,-0.41415,-1.2771
1679992136112,1172124467472248,-0.7052375,-0.323125,-1.2390125
1679992136114,1172124469973863,-0.6692125,-0.2431,-1.208075
1679992136118,1172124472475632,-0.6342875,-0.17613749,-1.180025
1679992136127,1172124474977248,-0.5982625,-0.12815,-1.1540375
1679992136128,1172124477478785,-0.560175,-0.100099996,-1.1400125
1679992136128,1172124479980554,-0.522225,-0.0930875,-1.133
1679992136128,1172124482482400,-0.483175,-0.0941875,-1.12805
1679992136129,1172124484984016,-0.451275,-0.1082125,-1.129975
1679992136132,1172124487485559,-0.4222625,-0.1241625,-1.1341
1679992136135,1172124489987329,-0.3922875,-0.1480875,-1.1400125
1679992136137,1172124492488944,-0.3691875,-0.175175,-1.15005
1679992136141,1172124494990713,-0.340175,-0.1931875,-1.166
1679992136143,1172124497492267,-0.307175,-0.1901625,-1.184975
1679992136145,1172124499994113,-0.2673,-0.1661,-1.2029876
1679992136147,1172124502495728,-0.2371875,-0.1271875,-1.2280124
1679992136149,1172124504997267,-0.1992375,-0.0721875,-1.24905
1679992136153,1172124507499021,-0.1601875,-0.0022,-1.2720125
1679992136156,1172124510000636,-0.1243,0.0658625,-1.2970375
1679992136158,1172124512502405,-0.0902,0.1478125,-1.3160125
1679992136159,1172124515004021,-0.055275,0.231825,-1.3330625
1679992136163,1172124517505790,-0.0202125,0.3188625,-1.3490125
1679992136164,1172124520007445,0.0077,0.3988875,-1.35905
1679992136167,1172124522509214,0.027775,0.47685,-1.367025
1679992136169,1172124525010752,0.044825,0.5599,-1.3789876
1679992136173,1172124527512368,0.0587125,0.6378625,-1.39205
1679992136174,1172124530014247,0.0627,0.7099125,-1.4040124
1679992136179,1172124532516016,0.06875,0.7827875,-1.415975
1679992136180,1172124535017554,0.077825,0.8438375,-1.4290375
1679992136183,1172124537519170,0.077825,0.8908625,-1.441
1679992136184,1172124540020925,0.073699996,0.930875,-1.4510375
1679992136190,1172124542522540,0.0748,0.9538375,-1.45805
1679992136190,1172124545024079,0.073699996,0.9629125,-1.4620374
1679992136193,1172124547525925,0.0677875,0.952875,-1.461075
1679992136194,1172124550027669,0.05775,0.9367875,-1.455025
1679992136198,1172124552529285,0.04675,0.91685,-1.4449875
1679992136199,1172124555030823,0.03575,0.8848125,-1.4260125
1679992136203,1172124557532592,0.0237875,0.8419125,-1.3990625
1679992136206,1172124560034203,0.0088,0.7888375,-1.37005
1679992136207,1172124562535741,-0.00825,0.726825,-1.33705
1679992136209,1172124565037511,-0.027224999,0.65587497,-1.296075
1679992136213,1172124567539357,-0.049225,0.572825,-1.2560625
1679992136216,1172124570040967,-0.065175,0.4857875,-1.213025
1679992136217,1172124572542506,-0.0831875,0.3878875,-1.1680624
