system_ts_ms, sensor_ts_ns, rotX, rotY, rotZ, rotL
1679992136108,1172124459967108,0.071,0.086719,0.992637,0.045928
1679992136111,1172124462468954,0.071472,0.085853,0.992596,0.047685
1679992136111,1172124464970723,0.071818,0.085023,0.992559,0.049385
1679992136113,1172124467472248,0.07206,0.084226,0.992525,0.051043
1679992136114,1172124469973863,0.072199,0.083491,0.992495,0.05262
1679992136119,1172124472475632,0.072261,0.082795,0.992466,0.054162
1679992136127,1172124474977248,0.072266,0.082143,0.992437,0.055665
1679992136128,1172124477478785,0.072238,0.081532,0.992404,0.057159
1679992136128,1172124479980554,0.072201,0.080981,0.992367,0.058608
1679992136129,1172124482482400,0.072168,0.080471,0.992324,0.06006
1679992136129,1172124484984016,0.072153,0.080001,0.992275,0.061514
1679992136133,1172124487485559,0.072158,0.079561,0.992217,0.062985
1679992136135,1172124489987329,0.072194,0.079166,0.992153,0.064436
1679992136140,1172124492488944,0.072264,0.078795,0.992081,0.065909
1679992136142,1172124494990713,0.072358,0.078459,0.992,0.067402
1679992136144,1172124497492267,0.072453,0.078161,0.991912,0.06893
1679992136145,1172124499994113,0.07252,0.077921,0.991819,0.070448
1679992136148,1172124502495728,0.072542,0.077723,0.991722,0.072
1679992136149,1172124504997267,0.072499,0.077576,0.991621,0.073571
1679992136154,1172124507499021,0.072373,0.077485,0.991517,0.075176
1679992136156,1172124510000636,0.072163,0.07745,0.991413,0.076772
1679992136158,1172124512502405,0.071855,0.077465,0.991307,0.078394
1679992136160,1172124515004021,0.071444,0.077533,0.991201,0.080027
1679992136163,1172124517505790,0.070924,0.077655,0.991093,0.081684
1679992136164,1172124520007445,0.070313,0.07782,0.990988,0.083313
1679992136167,1172124522509214,0.069603,0.07802,0.990883,0.084956
1679992136169,1172124525010752,0.068791,0.078252,0.990779,0.086605
1679992136173,1172124527512368,0.067874,0.078512,0.990674,0.088278
1679992136175,1172124530014247,0.066881,0.078784,0.990572,0.089925
1679992136179,1172124532516016,0.065791,0.079073,0.990469,0.091594
1679992136180,1172124535017554,0.064623,0.079381,0.990365,0.093271
1679992136183,1172124537519170,0.063381,0.0797,0.990257,0.094976
1679992136185,1172124540020925,0.062109,0.080013,0.99015,0.096658
1679992136190,1172124542522540,0.060796,0.080333,0.990038,0.098358
1679992136190,1172124545024079,0.059468,0.080654,0.989921,0.100064
1679992136193,1172124547525925,0.058136,0.080969,0.989799,0.101788
1679992136195,1172124550027669,0.056847,0.081264,0.989675,0.103474
1679992136198,1172124552529285,0.05557,0.081545,0.989546,0.105165
1679992136200,1172124555030823,0.054331,0.081806,0.989414,0.106837
1679992136203,1172124557532592,0.053131,0.082048,0.989279,0.108499
1679992136207,1172124560034203,0.05202,0.082257,0.989143,0.1101
1679992136208,1172124562535741,0.050975,0.082437,0.989006,0.111681
1679992136209,1172124565037511,0.050017,0.082581,0.988867,0.113222
1679992136213,1172124567539357,0.049152,0.082686,0.988727,0.114738
1679992136216,1172124570040967,0.048413,0.082752,0.988589,0.116182
1679992136217,1172124572542506,0.047788,0.08278,0.988451,0.117593
1679992136220,1172124575044275,0.047301,0.082765,0.988311,0.118967
1679992136224,1172124577545890,0.04695,0.082707,0.988169,0.120315
1679992136225,1172124580047659,0.046752,0.082608,0.98803,0.1216
1679992136228,1172124582549169,0.046695,0.082466,0.987888,0.12286
1679992136229,1172124585051015,0.046772,0.082286,0.987746,0.124092
1679992136233,1172124587552630,0.046962,0.08206,0.987602,0.125305
1679992136234,1172124590054400,0.047243,0.081805,0.987462,0.126469
1679992136240,1172124592555991,0.047595,0.081517,0.987322,0.127611
1679992136240,1172124595057530,0.04799,0.081197,0.987184,0.128725
1679992136243,1172124597559299,0.048417,0.080849,0.987048,0.129823
1679992136245,1172124600060914,0.048849,0.080484,0.986917,0.130878
1679992136247,1172124602562683,0.04929,0.080097,0.986787,0.131927
1679992136250,1172124605064525,0.049715,0.079693,0.98666,0.132962
1679992136257,1172124607566063,0.050116,0.079273,0.986532,0.134003
1679992136257,1172124610067678,0.050455,0.078851,0.98641,0.13502
1679992136258,1172124612569448,0.050741,0.078415,0.98629,0.136038
1679992136259,1172124615071063,0.050972,0.077973,0.986173,0.137053
1679992136263,1172124617572832,0.05116,0.07752,0.986056,0.138078
1679992136265,1172124620074448,0.051306,0.077069,0.985942,0.139089
1679992136267,1172124622576217,0.051433,0.076611,0.985825,0.140117
1679992136270,1172124625077770,0.051558,0.076151,0.985707,0.141149
1679992136273,1172124627579386,0.051695,0.075681,0.985586,0.142197
1679992136274,1172124630081155,0.051853,0.075222,0.985463,0.143228
1679992136278,1172124632582770,0.052049,0.074762,0.985336,0.144267
1679992136280,1172124635084554,0.052282,0.074306,0.985205,0.145313
1679992136283,1172124637586169,0.052546,0.073849,0.985068,0.146371
1679992136287,1172124640087938,0.052825,0.073411,0.984931,0.147409
1679992136287,1172124642589554,0.053115,0.072982,0.984791,0.148453
1679992136291,1172124645091102,0.053421,0.072566,0.984647,0.149496
1679992136294,1172124647592871,0.053756,0.072155,0.984499,0.15055
1679992136295,1172124650094487,0.054116,0.071762,0.984347,0.151595
1679992136297,1172124652596333,0.054516,0.07137,0.984189,0.15266
1679992136300,1172124655097871,0.054966,0.07098,0.984023,0.153746
1679992136303,1172124657599641,0.055492,0.070585,0.983846,0.154869
1679992136306,1172124660101256,0.056098,0.070184,0.98366,0.156007
1679992136307,1172124662603025,0.056806,0.069757,0.983461,0.157196
1679992136310,1172124665104564,0.057615,0.069306,0.983248,0.158429
1679992136313,1172124667606184,0.058519,0.068826,0.983019,0.159719
1679992136316,1172124670108030,0.05947,0.068336,0.982784,0.16102
1679992136318,1172124672609569,0.06047,0.067825,0.982538,0.162364
1679992136320,1172124675111338,0.061497,0.067304,0.982283,0.163731
1679992136323,1172124677612953,0.062533,0.066775,0.98202,0.165124
1679992136325,1172124680114723,0.06354,0.066262,0.981758,0.166499
1679992136329,1172124682616338,0.064531,0.065758,0.98149,0.16789
1679992136331,1172124685117876,0.065495,0.065269,0.98122,0.169284
1679992136333,1172124687619636,0.066428,0.064792,0.980945,0.17069
1679992136335,1172124690121482,0.067293,0.064348,0.980675,0.172063
1679992136341,1172124692623097,0.068107,0.063921,0.980403,0.173446
1679992136341,1172124695124866,0.068857,0.063523,0.980132,0.174826
1679992136344,1172124697626386,0.069544,0.063146,0.979859,0.176214
1679992136345,1172124700128001,0.070148,0.062797,0.979594,0.177569
1679992136347,1172124702629771,0.070689,0.062469,0.979327,0.178934
1679992136351,1172124705131309,0.071167,0.062168,0.979062,0.180296
1679992136353,1172124707633232,0.071584,0.061881,0.978796,0.18167
1679992136356,1172124710134771,0.071934,0.061619,0.978535,0.18302
1679992136357,1172124712636309,0.072242,0.061371,0.978272,0.184383
1679992136360,1172124715138078,0.072513,0.061134,0.978008,0.185751
1679992136364,1172124717639694,0.07277,0.060909,0.977738,0.187139
1679992136366,1172124720141540,0.073015,0.060697,0.977469,0.188513
1679992136368,1172124722643078,0.073268,0.060492,0.977192,0.189915
1679992136370,1172124725144848,0.073547,0.060285,0.976906,0.191338
1679992136374,1172124727646467,0.073861,0.060081,0.976608,0.192798
1679992136375,1172124730148236,0.074221,0.059881,0.976304,0.194255
1679992136378,1172124732649775,0.074641,0.059673,0.975986,0.195748
1679992136381,1172124735151390,0.075128,0.059457,0.975657,0.197265
1679992136383,1172124737653236,0.075687,0.059236,0.975312,0.198816
1679992136385,1172124740155015,0.076298,0.059023,0.974961,0.200362
1679992136390,1172124742656631,0.076957,0.05882,0.974596,0.201939
1679992136390,1172124745158169,0.077647,0.058631,0.97422,0.203539
1679992136394,1172124747659939,0.078369,0.058462,0.97383,0.205171
1679992136398,1172124750161568,0.079081,0.058329,0.973438,0.206788
1679992136398,1172124752663337,0.079756,0.058251,0.973032,0.208454
1679992136400,1172124755164953,0.080346,0.058257,0.972613,0.210173
1679992136409,1172124757666722,0.08084,0.058365,0.972177,0.211965
1679992136410,1172124760168337,0.081245,0.058564,0.971734,0.21378
1679992136410,1172124762670106,0.081615,0.058831,0.971275,0.215643
1679992136411,1172124765171722,0.081951,0.059141,0.970808,0.217522
1679992136413,1172124767673260,0.082244,0.059494,0.970334,0.219423
1679992136415,1172124770175029,0.082473,0.059875,0.969868,0.221288
1679992136417,1172124772676645,0.082634,0.060288,0.969397,0.223169
1679992136420,1172124775178511,0.082721,0.060734,0.968927,0.22505
1679992136424,1172124777680050,0.082742,0.061219,0.968451,0.226954
1679992136425,1172124780181819,0.082707,0.061728,0.967981,0.228827
1679992136428,1172124782683434,0.082644,0.062266,0.967499,0.23073
1679992136430,1172124785185178,0.082558,0.062827,0.967012,0.232646
1679992136433,1172124787686717,0.082458,0.063411,0.966513,0.234588
1679992136436,1172124790188332,0.082346,0.063997,0.966018,0.236497
1679992136440,1172124792690178,0.082223,0.064596,0.965516,0.238419
1679992136441,1172124795191929,0.082089,0.0652,0.965012,0.240337
1679992136446,1172124797693467,0.081937,0.065814,0.964501,0.242264
1679992136447,1172124800195082,0.081764,0.066412,0.964001,0.244142
1679992136449,1172124802696852,0.081567,0.067012,0.963499,0.246016
1679992136451,1172124805198453,0.081339,0.067605,0.963002,0.247871
1679992136454,1172124807699992,0.081078,0.068198,0.962503,0.249722
1679992136456,1172124810201838,0.080785,0.06877,0.962021,0.251513
1679992136457,1172124812703376,0.080452,0.069335,0.961542,0.253289
1679992136460,1172124815205145,0.080078,0.069885,0.961072,0.255035
1679992136463,1172124817706737,0.079673,0.070421,0.960606,0.256764
1679992136465,1172124820208506,0.079264,0.070919,0.960158,0.258423
1679992136467,1172124822710352,0.078852,0.071387,0.959717,0.260056
1679992136470,1172124825211968,0.078447,0.071817,0.959285,0.261649
1679992136473,1172124827713496,0.078059,0.072206,0.958859,0.263212
1679992136476,1172124830215265,0.07771,0.072536,0.958455,0.264693
1679992136480,1172124832716881,0.0774,0.072814,0.958059,0.266136
1679992136481,1172124835218650,0.077144,0.073032,0.957675,0.267531
1679992136484,1172124837720188,0.076948,0.07319,0.957296,0.268897
1679992136485,1172124840221804,0.076819,0.073285,0.956933,0.270195
1679992136490,1172124842723650,0.076758,0.073319,0.956576,0.271466
1679992136491,1172124845225419,0.076766,0.073296,0.956225,0.272703
1679992136493,1172124847727050,0.07684,0.073217,0.955877,0.273922
1679992136496,1172124850228588,0.076973,0.073085,0.955541,0.27509
1679992136498,1172124852730357,0.077153,0.072914,0.955206,0.276246
1679992136500,1172124855231973,0.077371,0.072703,0.954874,0.277386
1679992136504,1172124857733741,0.077624,0.072465,0.95454,0.278525
1679992136505,1172124860235356,0.077907,0.07221,0.954212,0.279634
1679992136508,1172124862737126,0.078215,0.071937,0.953879,0.28075
1679992136510,1172124865238741,0.078546,0.071655,0.953541,0.281877
1679992136513,1172124867740501,0.078893,0.071365,0.953194,0.283023
1679992136517,1172124870242040,0.079253,0.071077,0.952845,0.284168
1679992136520,1172124872743655,0.07963,0.070787,0.952485,0.285342
1679992136521,1172124875245424,0.080022,0.070498,0.952112,0.286546
1679992136524,1172124877747265,0.080428,0.070213,0.951723,0.287791
1679992136525,1172124880248804,0.080826,0.069946,0.951328,0.289048
1679992136528,1172124882750419,0.081226,0.06968,0.950918,0.290346
1679992136530,1172124885252189,0.081626,0.069421,0.950494,0.291682
1679992136533,1172124887753804,0.082026,0.069166,0.950051,0.29307
1679992136535,1172124890255352,0.082423,0.068924,0.949601,0.29447
1679992136538,1172124892757122,0.08283,0.068682,0.949133,0.295917
1679992136540,1172124895258737,0.083252,0.068445,0.948651,0.297397
1679992136544,1172124897760506,0.083698,0.068207,0.948147,0.298928
1679992136546,1172124900262113,0.084167,0.067972,0.947635,0.300469
1679992136548,1172124902763882,0.084671,0.067736,0.947104,0.302052
1679992136551,1172124905265497,0.085202,0.06751,0.946556,0.303665
1679992136554,1172124907767036,0.085761,0.0673,0.945988,0.30532
1679992136557,1172124910268858,0.086332,0.067114,0.945417,0.306966
1679992136559,1172124912770627,0.086926,0.066957,0.944827,0.308645
1679992136561,1172124915272243,0.08754,0.066837,0.944227,0.31033
1679992136563,1172124917773781,0.088175,0.066756,0.943612,0.31203
1679992136565,1172124920275550,0.088824,0.066712,0.943002,0.313695
1679992136568,1172124922777151,0.08951,0.0667,0.942384,0.315358
1679992136570,1172124925278920,0.090234,0.066718,0.941763,0.316999
1679992136575,1172124927780535,0.09102,0.066763,0.941133,0.318629
1679992136576,1172124930282304,0.091852,0.066828,0.940514,0.320201
1679992136578,1172124932783925,0.092756,0.06691,0.93989,0.321752
1679992136580,1172124935285694,0.093725,0.067002,0.939267,0.323269
1679992136584,1172124937787233,0.094766,0.067104,0.93864,0.324762
1679992136585,1172124940288848,0.095848,0.067211,0.938028,0.326186
1679992136588,1172124942790617,0.096988,0.067326,0.937418,0.327578
1679992136592,1172124945292439,0.098157,0.067457,0.936814,0.328928
1679992136594,1172124947793978,0.099356,0.067609,0.936212,0.330246
1679992136597,1172124950295593,0.100529,0.067783,0.935634,0.331493
1679992136600,1172124952797362,0.101687,0.067996,0.935064,0.332701
1679992136601,1172124955298978,0.102797,0.068254,0.934507,0.333869
1679992136604,1172124957800530,0.103851,0.068562,0.933964,0.335
1679992136606,1172124960302300,0.104799,0.068916,0.933451,0.336058
