system_ts_ms, sensor_ts_ns, linX, linY, linZ
1679992136111,1172124462468954,-0.439,-0.348,0.803
1679992136111,1172124464970723,-0.416,-0.24,0.883
1679992136113,1172124467472248,-0.378,-0.186,1.017
1679992136114,1172124469973863,-0.284,-0.187,1.11
1679992136119,1172124472475632,-0.12,-0.094,1.081
1679992136127,1172124474977248,0.017,-0.07,1.011
1679992136128,1172124477478785,0.101,-0.088,1.077
1679992136128,1172124479980554,0.335,-0.079,1.034
1679992136129,1172124482482400,0.61,-0.166,1.06
1679992136129,1172124484984016,0.612,-0.241,1.031
1679992136133,1172124487485559,0.777,-0.166,0.989
1679992136135,1172124489987329,0.942,-0.256,1.246
1679992136139,1172124492488944,0.997,-0.264,1.531
1679992136142,1172124494990713,1.079,-0.273,1.626
1679992136144,1172124497492267,1.243,-0.256,2.02
1679992136145,1172124499994113,1.284,-0.24,2.156
1679992136148,1172124502495728,1.327,-0.224,2.278
1679992136149,1172124504997267,1.385,-0.183,2.454
1679992136154,1172124507499021,1.39,-0.169,2.467
1679992136156,1172124510000636,1.382,-0.198,2.494
1679992136158,1172124512502405,1.241,-0.213,2.275
1679992136160,1172124515004021,1.211,-0.284,2.152
1679992136163,1172124517505790,1.142,-0.206,1.973
1679992136164,1172124520007445,1.157,-0.319,1.713
1679992136167,1172124522509214,1.256,-0.324,1.535
1679992136169,1172124525010752,1.288,-0.261,1.302
1679992136173,1172124527512368,1.35,-0.212,1.164
1679992136175,1172124530014247,1.4,-0.204,0.958
1679992136179,1172124532516016,1.37,-0.319,0.779
1679992136180,1172124535017554,1.259,-0.243,0.505
1679992136183,1172124537519170,1.123,-0.317,0.162
1679992136185,1172124540020925,1.056,-0.473,-0.016
1679992136190,1172124542522540,0.758,-0.533,-0.209
1679992136190,1172124545024079,0.583,-0.674,-0.524
1679992136193,1172124547525925,0.367,-0.87,-0.704
1679992136195,1172124550027669,0.26,-0.957,-0.896
1679992136198,1172124552529285,-0.188,-1.084,-1.021
1679992136200,1172124555030823,-0.378,-1.129,-1.159
1679992136203,1172124557532592,-0.556,-1.323,-1.201
1679992136207,1172124560034203,-0.817,-1.176,-1.285
1679992136208,1172124562535741,-0.903,-1.343,-1.136
1679992136209,1172124565037511,-1.14,-1.344,-1.165
1679992136213,1172124567539357,-1.175,-1.319,-1.098
1679992136216,1172124570040967,-1.09,-1.319,-1.086
1679992136217,1172124572542506,-1.144,-1.306,-1.019
1679992136220,1172124575044275,-1.091,-1.292,-0.788
1679992136224,1172124577545890,-0.837,-1.209,-0.735
1679992136225,1172124580047659,-0.749,-1.14,-0.763
1679992136228,1172124582549169,-0.583,-1.165,-0.641
1679992136229,1172124585051015,-0.419,-1.122,-0.45
1679992136233,1172124587552630,-0.326,-1.037,-0.369
1679992136234,1172124590054400,-0.031,-0.993,-0.247
1679992136240,1172124592555991,0.085,-1.043,-0.138
1679992136240,1172124595057530,0.242,-1.039,-0.002
1679992136243,1172124597559299,0.494,-0.993,0.133
1679992136245,1172124600060914,0.691,-0.92,0.282
1679992136247,1172124602562683,0.914,-0.765,0.459
1679992136250,1172124605064525,0.975,-0.718,0.622
1679992136257,1172124607566063,1.213,-0.548,0.567
1679992136257,1172124610067678,1.248,-0.596,0.743
1679992136258,1172124612569448,1.42,-0.521,0.879
1679992136259,1172124615071063,1.525,-0.432,1.096
1679992136263,1172124617572832,1.535,-0.33,1.272
1679992136265,1172124620074448,1.628,-0.336,1.557
1679992136267,1172124622576217,1.722,-0.315,1.719
1679992136270,1172124625077770,1.706,-0.225,1.895
1679992136273,1172124627579386,1.69,-0.217,2.126
1679992136274,1172124630081155,1.606,-0.332,2.152
1679992136278,1172124632582770,1.534,-0.23,2.41
1679992136280,1172124635084554,1.38,-0.168,2.64
1679992136283,1172124637586169,1.294,-0.283,2.571
1679992136285,1172124640087938,1.193,-0.249,2.584
1679992136287,1172124642589554,1.243,-0.297,2.638
1679992136291,1172124645091102,1.264,-0.373,2.651
1679992136294,1172124647592871,1.272,-0.353,2.419
1679992136295,1172124650094487,1.347,-0.402,2.446
1679992136297,1172124652596333,1.463,-0.355,2.255
1679992136300,1172124655097871,1.686,-0.323,2.037
1679992136303,1172124657599641,1.826,-0.359,1.629
1679992136306,1172124660101256,2.047,-0.354,1.316
1679992136307,1172124662603025,2.006,-0.335,1.398
1679992136310,1172124665104564,2.032,-0.33,1.248
1679992136313,1172124667606184,1.784,-0.338,1.249
